cluster_id,cluster_diam
0,17
1,100
2,405
3,11
4,14
5,13
6,27
7,35
8,5
9,10
10,19
11,22
12,23
13,3
14,6
15,2
16,17
17,24
18,38
19,17
20,16
21,9
22,9
23,21
24,25
25,36
26,28
27,23
28,7
29,3
30,8
31,26
32,4
33,15
34,1
35,1
36,8
37,7
38,4
39,40
40,13
41,3
42,8
43,2
44,1
45,1
46,2
47,10
48,3
49,2
50,5
51,7
52,15
53,1
54,1
55,1
56,6
57,15
58,17
59,2
60,1
61,1
62,4
63,12
64,3
65,15
66,15
67,3
68,8
69,10
70,20
71,1
72,3
73,1
74,12
75,1
76,8
77,28
78,28
79,2
80,4
81,2
82,6
83,1
84,3
85,2
86,9
87,2
88,1
89,21
90,2
91,4
92,2
93,2
94,1
95,5
96,2
97,1
98,1
99,15
100,1
101,4
102,4
103,3
104,1
105,2
106,5
107,8
108,2
109,2
110,1
111,5
112,1
113,2
114,2
115,1
116,1
117,1
118,1
