cluster_id,cluster_size
0,64
1,3192
2,13
3,15
4,15
5,68
6,48
7,6
8,11
9,46
10,46
11,41
12,4
13,9
14,3
15,26
16,25
17,57
18,12
19,10
20,51
21,65
22,32
23,11
24,4
25,15
26,5
27,21
28,2
29,2
30,9
31,8
32,5
33,84
34,18
35,13
36,2
37,2
38,3
39,13
40,4
41,3
42,7
43,8
44,2
45,2
46,2
47,17
48,3
49,2
50,5
51,4
52,27
53,11
54,26
55,4
56,2
57,4
58,15
59,2
60,12
61,34
62,47
63,3
64,5
65,3
66,7
67,2
68,4
69,3
70,10
71,4
72,5
73,4
74,2
75,6
76,3
77,2
78,19
79,2
80,6
81,5
82,4
83,2
84,3
85,6
86,16
87,3
88,3
89,2
90,6
91,2
92,3
93,3
94,2
95,3
96,2
97,2
