cluster_id,cluster_size
0,2
1,4
2,2
3,2
4,5
5,4
6,7
7,10
8,2
9,2
10,6
11,4
12,3
13,2
14,4
15,8
16,9
17,2
18,4
19,10
20,4
21,3
22,2
23,6
24,4
25,2
26,2
27,2
28,2
29,5
30,3
31,3
32,5
33,2
34,3
35,3
36,2
37,7
38,2
39,3
40,2
41,2
42,4
43,3
44,6
45,3
46,2
47,2
48,2
49,3
50,5
51,2
52,7
53,27
54,5
55,6
56,2
57,5
58,2
59,3
60,4
61,5
62,2
63,6
64,2
65,2
66,3
67,7
68,7
69,3
70,7
71,4
72,3
73,3
74,3
75,2
76,2
77,2
78,2
79,3
80,5
81,3
82,3
83,2
84,2
85,2
86,13
87,3
88,5
89,2
90,2
91,2
92,2
93,8
94,2
95,4
96,3
97,3
98,2
99,2
100,2
101,2
102,2
103,10
104,6
105,5
106,3
107,3
108,2
109,4
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,4
118,2
119,3
120,2
121,6
122,3
123,3
124,2
125,5
126,8
127,2
128,4
129,3
130,2
131,2
132,2
133,5
134,2
135,2
136,2
137,2
138,3
139,3
140,2
141,3
142,3
143,5
144,2
145,4
146,4
147,2
148,2
149,6
150,15
151,3
152,3
153,2
154,2
155,16
156,2
157,2
158,3
159,4
160,2
161,4
162,3
163,2
164,2
165,5
166,5
167,2
168,5
169,2
170,2
171,3
172,2
173,2
174,2
175,2
176,2
177,4
178,5
179,5
180,4
181,5
182,2
183,5
184,4
185,9
186,2
187,2
188,3
189,2
190,2
191,3
192,2
193,2
194,3
195,2
196,3
197,2
198,2
199,2
200,3
201,3
202,3
203,3
204,2
205,3
206,6
207,7
208,3
209,3
210,2
211,6
212,2
213,2
214,11
215,3
216,2
217,3
218,2
219,11
220,4
221,4
222,3
223,2
224,3
225,3
226,4
227,2
228,2
229,6
230,3
231,6
232,6
233,5
234,3
235,2
236,2
237,4
238,5
239,4
240,2
241,5
242,3
243,2
244,6
245,3
246,2
247,3
248,7
249,3
250,2
251,2
252,2
253,2
254,7
255,2
256,4
257,2
258,3
259,2
260,2
261,2
262,3
263,2
264,2
265,4
266,7
267,4
268,2
269,3
270,3
271,4
272,2
273,3
274,3
275,2
276,3
277,4
278,2
279,2
280,2
281,4
282,3
283,3
284,3
285,7
286,5
287,2
288,2
289,6
290,2
291,4
292,2
293,3
294,2
295,3
296,6
297,2
298,2
299,5
300,3
301,7
302,2
303,2
304,14
305,4
306,2
307,3
308,2
309,15
310,4
311,2
312,4
313,2
314,3
315,2
316,2
317,3
318,2
319,2
320,2
321,6
322,5
323,4
324,2
325,3
326,3
327,2
328,6
329,2
330,3
331,2
332,8
333,4
334,5
335,2
336,2
337,2
338,2
339,2
340,2
341,2
342,2
343,23
344,3
345,3
346,4
347,3
348,2
349,3
350,4
351,3
352,2
353,2
354,3
355,5
356,2
357,3
358,4
359,3
360,2
361,3
362,3
363,2
364,3
365,3
366,2
367,2
368,3
369,2
370,3
371,3
372,5
373,4
374,5
375,5
376,4
377,2
378,9
379,2
380,2
381,2
382,2
383,3
384,10
385,6
386,2
387,5
388,3
389,2
390,2
391,6
392,4
393,3
394,2
395,5
396,4
397,5
398,2
399,5
400,3
401,12
402,6
403,5
404,4
405,2
406,5
407,4
408,2
409,2
410,2
411,2
412,3
413,2
414,2
415,3
416,5
417,2
418,6
419,2
420,2
421,5
422,2
423,5
424,4
425,3
426,3
427,5
428,4
429,2
430,2
431,5
432,5
433,3
434,3
435,2
436,2
437,6
438,3
439,3
440,3
441,8
442,3
443,2
444,8
445,2
446,2
447,4
448,2
449,2
450,2
451,2
452,4
453,2
454,3
455,2
456,2
457,2
458,4
459,6
460,2
461,2
462,4
463,3
464,5
465,2
466,11
467,2
468,4
469,3
470,5
471,2
472,2
473,3
474,3
475,3
476,2
477,4
478,3
479,2
480,3
481,4
482,3
483,2
484,3
485,3
486,5
487,5
488,4
489,2
490,2
491,4
492,6
493,2
494,2
495,2
496,3
497,3
498,4
499,3
500,2
501,3
502,3
503,3
504,3
505,2
506,3
507,2
508,2
509,5
510,2
511,2
512,2
513,2
514,7
515,3
516,3
517,3
518,5
519,3
520,2
521,3
522,5
523,2
524,4
525,13
526,6
527,6
528,2
529,4
530,4
531,2
532,4
533,2
534,3
535,2
536,3
537,3
538,4
539,2
540,2
541,2
542,2
543,3
544,2
545,2
546,2
547,2
548,6
549,2
550,2
551,2
552,2
553,2
554,2
555,3
556,2
557,3
558,5
559,3
560,4
561,3
562,3
563,2
564,2
565,2
566,12
567,3
568,6
569,2
570,2
571,2
572,5
573,2
574,3
575,2
576,2
577,3
578,4
579,3
580,4
581,4
582,3
583,3
584,2
585,2
586,2
587,3
588,3
589,2
590,4
591,2
592,3
593,2
594,3
595,3
596,3
597,2
598,3
599,2
600,2
601,4
602,2
603,6
604,2
605,4
606,5
607,2
608,2
609,3
610,3
611,3
612,9
613,2
614,5
615,2
616,2
617,2
618,4
619,6
620,2
621,4
622,2
623,2
624,3
625,2
626,3
627,3
628,2
629,2
630,2
631,5
632,2
633,2
634,3
635,3
636,3
637,3
638,4
639,5
640,3
641,3
642,3
643,2
644,2
645,3
646,4
647,2
648,2
649,2
650,2
651,2
652,3
653,2
654,2
655,2
656,2
657,2
658,2
659,4
660,2
661,2
662,5
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,4
674,4
675,6
676,3
677,2
678,3
679,5
680,4
681,3
682,4
683,2
684,5
685,2
686,2
687,3
688,2
689,2
690,5
691,4
692,2
693,2
694,3
695,3
696,4
697,4
698,3
699,2
700,2
701,2
702,2
703,3
704,3
705,2
706,2
707,2
708,3
709,2
710,3
711,2
712,3
713,3
714,4
715,3
716,2
717,2
718,2
719,2
720,3
721,2
722,8
723,4
724,2
725,2
726,3
727,2
728,3
729,2
730,2
731,2
732,2
733,2
734,2
735,2
736,2
737,2
738,2
739,2
740,2
741,2
742,2
743,3
744,2
745,2
746,2
747,2
748,2
749,2
750,2
751,3
752,3
753,2
754,2
755,3
756,2
757,2
758,2
759,4
760,2
761,2
762,2
763,2
764,2
765,3
766,2
767,2
768,2
769,3
770,2
771,2
772,3
773,3
774,2
775,2
776,2
777,2
778,2
779,3
780,2
781,2
782,2
783,2
784,3
785,2
786,2
787,3
788,2
789,3
790,2
791,2
792,2
793,3
794,2
795,2
796,2
797,3
798,2
799,2
800,2
801,5
802,3
803,3
804,2
805,2
806,2
807,2
808,2
809,2
810,2
811,2
812,2
813,2
814,2
815,4
816,2
817,2
818,2
819,2
820,2
821,2
822,2
823,2
