cluster_id,cluster_size
0,9
1,26
2,92
3,3
4,18
5,7
6,3
7,8
8,13
9,24
10,28
11,22
12,20
13,14
14,43
15,8
16,6
17,69
18,27
19,4
20,18
21,2
22,26
23,43
24,94
25,9
26,39
27,110
28,58
29,2
30,17
31,12
32,3
33,2
34,4
35,12
36,9
37,58
38,19
39,3
40,4
41,13
42,2
43,4
44,4
45,7
46,5
47,4
48,5
49,9
50,3
51,6
52,14
53,8
54,3
55,7
56,6
57,80
58,5
59,2
60,8
61,6
62,12
63,7
64,4
65,4
66,71
67,15
68,3
69,8
70,5
71,28
72,17
73,3
74,12
75,20
76,3
77,19
78,38
79,69
80,2
81,4
82,16
83,13
84,23
85,29
86,5
87,7
88,4
89,15
90,3
91,16
92,3
93,3
94,20
95,17
96,8
97,3
98,2
99,16
100,3
101,2
102,10
103,4
104,28
105,16
106,5
107,2
108,33
109,10
110,2
111,2
112,2
113,3
114,8
115,3
116,4
117,6
118,6
119,11
120,6
121,3
122,7
123,4
124,5
125,11
126,5
127,4
128,3
129,3
130,4
131,9
132,5
133,4
134,4
135,2
136,4
137,3
138,2
139,6
140,28
141,2
142,2
143,12
144,4
145,3
146,2
147,13
148,6
149,6
150,7
151,3
152,27
153,5
154,5
155,3
156,12
157,4
158,3
159,6
160,3
161,4
162,27
163,4
164,2
165,2
166,3
167,3
168,6
169,3
170,3
171,5
172,3
173,3
174,2
175,8
176,6
177,3
178,2
179,3
180,5
181,2
182,7
183,4
184,3
185,7
186,6
187,2
188,6
189,2
190,8
191,9
192,12
193,2
194,5
195,12
196,18
197,11
198,2
199,6
200,24
201,2
202,3
203,2
204,3
205,20
206,16
207,10
208,3
209,5
210,6
211,40
212,4
213,34
214,2
215,43
216,2
217,4
218,6
219,2
220,4
221,2
222,8
223,4
224,5
225,5
226,8
227,4
228,2
229,3
230,8
231,4
232,4
233,22
234,11
235,9
236,6
237,10
238,4
239,4
240,2
241,28
242,3
243,3
244,5
245,3
246,4
247,12
248,21
249,2
250,3
251,3
252,31
253,5
254,3
255,3
256,3
257,10
258,2
259,37
260,6
261,11
262,3
263,3
264,5
265,2
266,22
267,45
268,10
269,8
270,17
271,23
272,3
273,10
274,15
275,5
276,7
277,2
278,10
279,9
280,4
281,8
282,2
283,9
284,6
285,8
286,4
287,10
288,3
289,3
290,10
291,3
292,2
293,5
294,24
295,2
296,3
297,11
298,2
299,4
300,3
301,7
302,5
303,2
304,5
305,3
306,13
307,4
308,5
309,4
310,7
311,2
312,8
313,2
314,3
315,9
316,10
317,4
318,3
319,3
320,22
321,16
322,4
323,7
324,8
325,2
326,3
327,2
328,2
329,5
330,3
331,3
332,2
333,2
334,3
335,26
336,4
337,2
338,2
339,4
340,6
341,3
342,3
343,2
344,7
345,2
346,5
347,11
348,5
349,5
350,8
351,2
352,3
353,2
354,2
355,5
356,4
357,3
358,4
359,14
360,8
361,4
362,24
363,15
364,3
365,5
366,5
367,3
368,12
369,5
370,5
371,5
372,4
373,3
374,3
375,5
376,2
377,3
378,6
379,10
380,5
381,8
382,16
383,4
384,2
385,10
386,3
387,2
388,3
389,2
390,2
391,3
392,5
393,4
394,2
395,4
396,3
397,3
398,27
399,3
400,3
401,6
402,2
403,2
404,11
405,2
406,6
407,9
408,3
409,3
410,5
411,3
412,12
413,3
414,2
415,2
416,2
417,6
418,3
419,2
420,6
421,4
422,2
423,2
424,2
425,10
426,3
427,6
428,4
429,11
430,3
431,4
432,5
433,2
434,3
435,3
436,5
437,2
438,16
439,2
440,2
441,2
442,3
443,4
444,2
445,3
446,3
447,9
448,10
449,2
450,4
451,2
452,3
453,3
454,2
455,5
456,5
457,2
458,3
459,6
460,3
461,4
462,2
463,2
464,3
465,3
466,2
467,2
468,2
469,2
470,2
471,2
472,3
473,2
474,2
475,4
476,2
477,2
478,2
479,2
480,2
481,2
482,4
483,2
484,3
485,2
486,2
487,2
488,3
489,2
490,4
491,2
492,2
493,2
494,2
495,3
496,2
497,2
498,3
499,3
500,2
