"p_ds" "ID_cluster" "ID_points"
3 125 8868001104
3 125 1312188731
3 126 1312189098
3 126 1312188741
3 127 1312188768
3 127 4726152854
3 128 9710359368
3 128 1312453919
3 129 1678245252
3 129 9781190366
3 129 1312454038
3 130 1938953432
3 130 1326821457
3 130 9820537922
3 131 1326821515
3 131 1326821471
3 132 9693963699
3 132 1326821620
3 133 1360122866
3 133 1938953395
3 134 1360122860
3 134 1360122901
3 135 1418752708
3 135 1312454029
3 136 1547013699
3 136 1550763732
3 137 1556097098
3 137 1556097118
3 138 5905897286
3 138 1556097111
3 139 1556097448
3 139 1556097177
3 139 1556097153
3 140 1617596659
3 140 1617596646
3 141 1617596714
3 141 8373690820
3 141 8785503918
3 142 1655418222
3 142 3816097103
3 143 7610670826
3 143 7610670781
3 143 1678452790
3 144 7610670906
3 144 1678452791
3 145 1678452793
3 145 7607077361
3 146 9754453026
3 146 9754453027
3 146 9754453028
3 146 9754453029
3 146 9754453030
3 146 1707790023
3 146 5177397832
3 146 9754453033
3 146 5177397830
3 146 9754453031
3 146 9754453032
3 147 4650375309
3 147 1707790055
3 148 1707790064
3 148 4650375508
3 148 1707790063
3 149 1707790067
3 149 6327615075
3 150 1711679434
3 150 9375170324
3 151 1718233922
3 151 8438226815
3 152 250549835
3 152 1718566997
3 153 1719422038
3 153 9856119639
3 154 1722268384
3 154 2402557599
3 155 2387232555
3 155 1722268388
3 156 1722621718
3 156 7911267695
3 157 1723315608
3 157 7636244313
3 158 9804685199
3 158 9804685200
3 158 9804685201
3 158 9804685202
3 158 1723388986
3 159 1726730281
3 159 7617755275
3 160 1726730329
3 160 7617785714
3 161 1726730354
3 161 7617785710
3 162 1758554289
3 162 1758554291
3 162 2990780037
3 163 7223728617
3 163 8336028509
3 163 1771426165
3 164 9310662201
3 164 1771426174
3 165 1771453218
3 165 4530012695
3 166 1782730512
3 166 8373690817
3 167 3497483291
3 167 1793420652
3 168 1813618228
3 168 1813618229
3 168 9804653406
3 169 1828402760
3 169 3704225376
3 170 1832666032
3 170 8787692634
3 171 1835355916
3 171 4232015838
3 172 4627491642
3 172 1938819302
3 173 8807441176
3 173 1938819306
3 173 4866653236
3 174 1938819320
3 174 8336028516
3 175 1938819326
3 175 1938819319
3 176 1938819336
3 176 2387207418
3 177 9820523872
3 177 4571238064
3 177 1938953430
3 177 9820523869
3 177 9820523870
3 177 9820523871
3 178 1939558681
3 178 3139705121
3 179 1939558697
3 179 1939558701
3 180 1939632512
3 180 4826555773
3 181 9030155758
3 181 1939632519
3 182 8807431546
3 182 1951616325
3 182 8807431551
3 183 9856119619
3 183 1985084100
3 184 2003007012
3 184 4835108998
3 185 2059790748
3 185 25265079
3 186 6525670238
3 186 2135411294
3 186 9808795607
3 187 2135411296
3 187 9808795608
3 188 2135411297
3 188 9808795606
3 189 2203268985
3 189 3816097109
3 190 2293833763
3 190 4156336279
3 191 2360681713
3 191 8620105242
3 191 8620105243
3 191 8620105244
3 192 2364371185
3 192 2364379604
3 193 9781190365
3 193 2387194127
3 194 2387194131
3 194 6369401334
3 195 8336028515
3 195 2387194149
3 196 9021498664
3 196 2387207426
3 197 2387226313
3 197 2387226311
3 198 2387232563
3 198 8236052988
3 199 2458256449
3 199 8975700259
3 199 8975700261
3 199 2458303223
3 200 2458257570
3 200 9781435146
3 200 108389
3 201 2466442731
3 201 9024139134
3 201 9024139135
3 202 2466456401
3 202 1326821559
3 203 806373565
3 203 2496836231
3 204 6863550501
3 204 9756243981
3 204 9756243982
3 204 9756243983
3 204 9756243984
3 204 9756243985
3 204 2586616722
3 204 9756243986
3 204 6863550510
3 204 9756278362
3 204 9756278363
3 204 9756278364
3 205 2969439040
3 205 27460439
3 205 2612458246
3 205 3220254039
3 206 2632486641
3 206 3586606039
3 207 9804685206
3 207 9804685203
3 207 2755124949
3 207 9804685205
3 208 9681020156
3 208 2941549918
3 209 2990721389
3 209 5041945479
3 210 2990806411
3 210 9041828942
3 211 3233714194
3 211 3233714195
3 212 25067068
3 212 3233714197
3 213 3247825562
3 213 3741131606
3 214 3320743081
3 214 1954751908
3 215 4076095242
3 215 3320947996
3 216 3385387606
3 216 1556324759
3 217 3474115148
3 217 1938819293
3 218 1312188821
3 218 3499500263
3 219 3519005409
3 219 8263157413
3 220 4691514032
3 220 3519013665
3 221 3735886877
3 221 9808795598
3 222 9693628389
3 222 3741117629
3 223 968499092
3 223 3763407460
3 223 4246525220
3 224 3787645609
3 224 3787645606
3 225 3813810132
3 225 5055364614
3 226 9673091208
3 226 3987750684
3 227 6110164650
3 227 3987750692
3 228 7911267693
3 228 4077579334
3 229 4085767971
3 229 4085767974
3 229 4085767978
3 229 4085767989
3 229 9729684314
3 230 4089226784
3 230 9684083977
3 230 419350669
3 231 28418921
3 231 5816743947
3 231 4136137525
3 231 9693971447
3 232 4211515644
3 232 4211515645
3 233 4211515891
3 233 8256049399
3 234 4297211186
3 234 4297211187
3 235 4297243298
3 235 4297243295
3 236 4370333627
3 236 4370333629
3 237 4370333643
3 237 4370333637
3 237 4370333638
3 238 1236791506
3 238 4378043283
3 239 4823246341
3 239 4425001781
3 240 4430996024
3 240 3632581622
3 241 4530339698
3 241 8373690837
3 242 8373690835
3 242 4530339701
3 243 9820537921
3 243 4571238067
3 244 4627445258
3 244 4627445259
3 245 4661317536
3 245 4663312698
3 246 4682627264
3 246 1150003571
3 247 8785484313
3 247 4689775124
3 248 8373690819
3 248 4689775126
3 249 8263166217
3 249 4691460851
3 250 4697525032
3 250 4697525030
3 251 4715264000
3 251 9690915274
3 252 9808795601
3 252 4726152850
3 253 4726152857
3 253 8318757606
3 254 1319881924
3 254 4730978983
3 255 4748394420
3 255 8807431541
3 256 9135848928
3 256 4777885222
3 257 9135848937
3 257 9632417162
3 257 2364387947
3 257 9135848938
3 257 4832472797
3 258 4864083784
3 258 6218501740
3 259 24659709
3 259 4866705606
3 260 4866784251
3 260 1939558660
3 261 4920098344
3 261 9690974263
3 261 9690974264
3 261 9690974265
3 261 9690974266
3 262 5006065041
3 262 8785484314
3 262 7223695323
3 262 7223695327
3 263 5009060057
3 263 5335233114
3 264 4682627265
3 264 5041784423
3 265 8989843465
3 265 5041784501
3 266 5046314042
3 266 25632860
3 267 9754527744
3 267 9754527745
3 267 5055364610
3 267 107668
3 267 9754527743
3 268 5090420964
3 268 5090420958
3 269 8807429665
3 269 8807429660
3 269 5090420959
3 270 5095547321
3 270 8807431559
3 271 5104314098
3 271 5104314325
3 272 5119652865
3 272 26678171
3 272 5119652862
3 273 5141354331
3 273 8807431550
3 274 5247857728
3 274 5141877019
3 274 9691101412
3 275 9808795602
3 275 5160943803
3 276 5177397825
3 276 5177397827
3 277 8675201272
3 277 5189042551
3 278 9684083987
3 278 5207476611
3 279 5207477021
3 279 9754527742
3 279 9754527740
3 279 9754527741
3 279 5207476606
3 280 5238587992
3 280 5227220846
3 281 5573931377
3 281 5374183742
3 282 8975645640
3 282 5460658138
3 283 5468301555
3 283 5470932252
3 284 5473273425
3 284 1569216662
3 285 4866976617
3 285 5473274866
3 286 8429945617
3 286 5816744255
3 287 8373690832
3 287 5880188045
3 288 5924603444
3 288 5924603452
3 289 8500636794
3 289 5924603447
3 290 5924603453
3 290 5924603446
3 291 5931509720
3 291 25476127
3 292 9161061779
3 292 5948183671
3 293 6149398571
3 293 9694091982
3 293 9694091983
3 294 6266867114
3 294 9690974277
3 294 9699944538
3 295 5160943793
3 295 6280047277
3 296 9690769059
3 296 7236131861
3 296 6332695639
3 296 585180151
3 296 9135848925
3 297 6369329171
3 297 104319
3 298 6446292570
3 298 9659831675
3 299 6696695781
3 299 6696695783
3 300 6645346885
3 300 6711365597
3 301 6828863696
3 301 6828863695
3 302 1536039932
3 302 6866779806
3 303 1214922426
3 303 6951230826
3 304 6978577985
3 304 6978563378
3 305 9693963696
3 305 9693963697
3 305 9693963698
3 305 7075087299
3 306 7223365371
3 306 7223365372
3 307 1572551227
3 307 7572522540
3 307 7572522534
3 308 7572522585
3 308 7572522566
3 309 7636278193
3 309 9042037852
3 310 9694072864
3 310 7797731340
3 310 1566269623
3 311 9680972185
3 311 7824747295
3 312 7836155868
3 312 7836155870
3 313 7900888377
3 313 3987750686
3 314 7906964249
3 314 7906964251
3 315 3486459765
3 315 7911297478
3 315 7911297487
3 316 1722268367
3 316 8236052991
3 317 8336028514
3 317 9021504715
3 318 8373752817
3 318 8373690834
3 319 8373690845
3 319 8373690846
3 320 8579240312
3 320 9683686963
3 320 8579240309
3 321 8785484288
3 321 7613626073
3 322 8785484312
3 322 6293128709
3 323 8869435268
3 323 7553887415
3 324 8975833905
3 324 6978563382
3 325 1360122924
3 325 9024139133
3 326 9024139145
3 326 9024139148
3 327 9027340516
3 327 9027367517
3 328 2538458898
3 328 9030155653
3 329 9080098306
3 329 9080098307
3 330 8030470464
3 330 9632417163
3 331 5977954180
3 331 9673091214
3 332 9753609739
3 332 9753609743
3 332 9753609744
3 332 9680972177
3 332 9753609745
3 332 1782727992
3 333 9684083988
3 333 5207476613
3 334 9684101713
3 334 3704225378
3 335 9690915268
3 335 8064065316
3 336 4136137529
3 336 9690915271
3 337 9690974276
3 337 4920098343
3 338 9691076056
3 338 4367041960
3 339 2387226307
3 339 9691082671
3 340 107644
3 340 9691102358
3 341 9693920794
3 341 9693920795
3 342 9693929369
3 342 28800660
3 343 9693963680
3 343 9693963681
3 343 9693963682
3 344 10572179
3 344 9693982149
3 345 2528522528
3 345 9694091972
3 346 9694091977
3 346 9694091975
3 347 9694104280
3 347 9856119625
3 347 1547657140
3 347 9694104279
3 348 27459120
3 348 9703794686
3 349 9703794689
3 349 6969936109
3 350 9703794690
3 350 9080123622
3 351 1233327202
3 351 9710304460
3 352 1042862673
3 352 9766629717
3 353 9808795610
3 353 2480657190
3 354 9820537937
3 354 355416892
3 355 9846850972
3 355 9846850974
3 356 25632858
3 356 9855343702
3 357 1547013672
3 357 9856119630
4 0 7946372941
4 0 104318
4 1 8429795033
4 1 104323
4 2 107585
4 2 6218501751
4 3 2203888698
4 3 107606
4 4 107626
4 4 1312454055
4 5 107641
4 5 7926506527
4 5 7926506529
4 6 107667
4 6 1938819316
4 7 107684
4 7 4072476959
4 8 4072476960
4 8 107686
4 8 8373690833
4 8 8373752817
4 8 8373690834
4 8 7613626070
4 9 6369329153
4 9 1163955130
4 9 107687
4 10 3519005409
4 10 107692
4 10 8785484316
4 10 8263157413
4 11 6828863691
4 11 6828863692
4 11 6828863693
4 11 6828863694
4 11 9804578356
4 11 108406
4 12 2632464416
4 12 108409
4 12 2632464413
4 13 108420
4 13 9030284989
4 14 3267461696
4 14 108867
4 15 109408
4 15 25481504
4 15 9694031532
4 16 1536948578
4 16 109412
4 17 109414
4 17 9030029183
4 18 9781190368
4 18 109415
4 19 1536948608
4 19 109734
4 20 109737
4 20 24952269
4 21 9514602152
4 21 109785
4 21 9514602151
4 22 282708
4 22 4316306166
4 22 4530012703
4 23 7610670921
4 23 10572178
4 23 7610670919
4 24 350437608
4 24 10572779
4 25 10572785
4 25 8972511963
4 25 25496748
4 25 8972441127
4 26 9693865890
4 26 8868824899
4 26 10607127
4 27 9042027865
4 27 18393873
4 28 18469130
4 28 9856119638
4 29 2642878568
4 29 2642878569
4 29 18469132
4 30 1312188692
4 30 250549587
4 30 2934268020
4 30 20458277
4 31 20460687
4 31 9693963701
4 31 9693963702
4 31 9693963703
4 31 9693963707
4 32 20626315
4 32 7572522492
4 33 1649365881
4 33 20965794
4 34 20965801
4 34 2398924898
4 35 1813618497
4 35 20965804
4 36 4661317536
4 36 3328228994
4 36 3328228996
4 36 21392267
4 36 4663312698
4 37 21523718
4 37 1014649631
4 38 5573991659
4 38 5573991660
4 38 5165786239
4 38 21523719
4 39 21563489
4 39 4719617974
4 40 21563508
4 40 8373690831
4 41 1419565097
4 41 21583366
4 41 4017328647
4 42 21685481
4 42 1837610895
4 43 4331121754
4 43 21685483
4 44 9030155754
4 44 21990628
4 45 8923643489
4 45 21990629
4 45 9042053623
4 46 5565443390
4 46 9693628386
4 46 21990630
4 47 1938953413
4 47 1938953414
4 47 1938953417
4 47 710657963
4 47 9820538028
4 47 21990638
4 47 9693963678
4 47 9693963679
4 48 9693920801
4 48 9693920794
4 48 9693920795
4 48 9693920797
4 48 24660863
4 49 24950013
4 49 24950005
4 50 2389802904
4 50 24950050
4 51 24950064
4 51 5218844446
4 52 24950065
4 52 5227220845
4 53 9693760971
4 53 24951854
4 54 24952267
4 54 6166157035
4 55 5090420610
4 55 25066419
4 56 25066784
4 56 3233714196
4 56 4866591376
4 56 4866591374
4 57 25067266
4 57 6509584414
4 58 25067304
4 58 2566132610
4 59 1569343756
4 59 25067479
4 60 1569343909
4 60 25067558
4 61 5104314096
4 61 25067670
4 62 5104314353
4 62 25067727
4 63 1569312412
4 63 25067871
4 64 1569343523
4 64 5141216745
4 64 25067883
4 64 5141216790
4 65 25067936
4 65 5141216782
4 66 25161345
4 66 7836164765
4 67 25161361
4 67 7223298253
4 68 25161368
4 68 7836164763
4 68 1684511838
4 69 6032044867
4 69 25161380
4 69 25161381
4 70 25248122
4 70 9781190367
4 71 25471681
4 71 4630855202
4 71 4630855203
4 71 4630855204
4 71 4630855205
4 72 7271474849
4 72 25472324
4 73 4675821944
4 73 25472379
4 73 762080111
4 74 25472789
4 74 9161061774
4 75 1684835107
4 75 3739048019
4 75 3739048020
4 75 3739048021
4 75 25472885
4 76 25473203
4 76 5067002855
4 77 25473204
4 77 25473205
4 78 8579276917
4 78 25474015
4 79 1312471228
4 79 25475053
4 80 25475072
4 80 6332695638
4 80 9135848919
4 80 9135848921
4 80 9135848922
4 80 9135848923
4 81 9135845216
4 81 25475417
4 82 9690915259
4 82 25475663
4 83 25475674
4 83 9576827482
4 84 4297212128
4 84 4297212129
4 84 25475692
4 85 4297212194
4 85 4297212084
4 85 25475693
4 86 355416921
4 86 25475695
4 87 25475754
4 87 1816777875
4 88 5931509721
4 88 25476124
4 89 7644884069
4 89 25477149
4 90 25477339
4 90 9203578107
4 91 25477371
4 91 5257738387
4 92 806373533
4 92 25477774
4 93 25477858
4 93 3661703766
4 94 1832052008
4 94 25495542
4 95 1364169899
4 95 25495807
4 96 1834657467
4 96 25495820
4 96 1834657469
4 96 6354294763
4 97 4275394254
4 97 25495822
4 97 447887921
4 97 350437528
4 97 5899738713
4 98 5736847361
4 98 5736847362
4 98 5736847363
4 98 5736847364
4 98 25495852
4 99 25496622
4 99 5006065041
4 99 8785484314
4 99 7223695323
4 99 7223695327
4 100 25496820
4 100 321255925
4 101 4730978978
4 101 25496850
4 101 4730978982
4 102 9161061779
4 102 25496854
4 102 5948183671
4 103 9820538016
4 103 9820538017
4 103 9820538018
4 103 9820538019
4 103 9820523915
4 103 25497340
4 103 1938953437
4 104 9693963689
4 104 7075087298
4 104 25497619
4 105 2398924843
4 105 25500427
4 105 20965799
4 106 25500517
4 106 2466445190
4 107 7617785713
4 107 25503845
4 108 25503880
4 108 7617755274
4 109 25504144
4 109 7607077372
4 110 1835355916
4 110 25504149
4 110 4232015838
4 111 25504760
4 111 4085767970
4 111 9684083971
4 112 25505561
4 112 107644
4 112 9691102358
4 113 25505593
4 113 25505630
4 114 25505618
4 114 25505643
4 114 1828402762
4 115 1938819284
4 115 1938819285
4 115 25505622
4 116 3704225376
4 116 3704225379
4 116 1828402760
4 116 9611081868
4 116 1938819282
4 116 25505629
4 116 3704225375
4 117 2343269909
4 117 9201323564
4 117 25509525
4 118 25509526
4 118 9201323575
4 119 25509533
4 119 9805219989
4 120 25532384
4 120 5238587994
4 121 1418752708
4 121 5340811717
4 121 1312454061
4 121 25544110
4 121 1312454029
4 121 1418752721
4 121 5340811829
4 121 5340811830
4 122 2140421224
4 122 25577057
4 122 4328443355
4 123 2632464427
4 123 25632683
4 124 26374236
4 124 7271474855
4 125 27459905
4 125 1312471210
4 125 1312471197
4 126 27460250
4 126 4054356847
4 127 3486459766
4 127 27480957
4 127 7815143581
4 128 3892081378
4 128 7817162929
4 128 1014803704
4 128 28418138
4 128 3892081373
4 129 28418144
4 129 4344245893
4 130 9693971451
4 130 28418877
4 131 28418929
4 131 302013708
4 132 28800664
4 132 9693903657
4 133 2990651920
4 133 28800666
4 134 1755265432
4 134 28800670
4 135 5046314073
4 135 28800671
4 136 8868010205
4 136 213668839
4 137 8868010218
4 137 213668842
4 137 1685272862
4 138 8868010281
4 138 213668844
4 139 245200970
4 139 4211515891
4 139 8256049399
4 140 2140124996
4 140 249679365
4 141 250325410
4 141 3787645606
4 141 3787645607
4 141 3787645609
4 141 3787645610
4 142 9856119632
4 142 250325411
4 143 250327576
4 143 9693628387
4 144 250327618
4 144 9030155756
4 145 250327660
4 145 338319877
4 146 250550400
4 146 8869472247
4 147 251757452
4 147 3550836102
4 148 251892475
4 148 5925626141
4 149 251892564
4 149 3708234957
4 150 255051289
4 150 3528711693
4 150 9080098305
4 150 1014803718
4 151 4072083345
4 151 259252667
4 152 4378043667
4 152 269547419
4 152 4378043661
4 152 4378043662
4 153 627985397
4 153 275179893
4 154 3076574323
4 154 275180300
4 154 25632774
4 154 446765895
4 155 302013681
4 155 4244498866
4 155 1014803691
4 155 28418141
4 156 7836155865
4 156 316763548
4 157 5006065040
4 157 8785567902
4 157 321255919
4 158 329983075
4 158 1951616263
4 159 1832228016
4 159 343669798
4 160 9820537944
4 160 355416890
4 160 9820537943
4 161 355416920
4 161 4298970384
4 161 4298970380
4 162 1311962082
4 162 373364228
4 162 8868824870
4 162 8868824871
4 163 4089226784
4 163 9684083975
4 163 9684083977
4 163 4089236236
4 163 419350669
4 164 419632306
4 164 419632303
4 165 419632906
4 165 8620272571
4 166 9703794696
4 166 429346241
4 166 3987750679
4 167 470727954
4 167 9197589363
4 167 6988528039
4 168 2140420434
4 168 470729237
4 169 471488469
4 169 3145798533
4 170 25161386
4 170 473258827
4 171 8975529083
4 171 529722111
4 172 9690769059
4 172 585180151
4 172 6332695637
4 172 7236131861
4 172 6332695639
4 172 7236131864
4 172 7236131862
4 172 9135848925
4 173 1360122871
4 173 1360122925
4 173 595709975
4 174 632438506
4 174 20460684
4 175 675734610
4 175 1233350862
4 176 690295042
4 176 9690878343
4 177 7824747303
4 177 9753609738
4 177 9753609740
4 177 9753609741
4 177 9753609742
4 177 700774224
4 177 9680972178
4 178 4715263992
4 178 722208263
4 179 819132568
4 179 748941508
4 180 761830938
4 180 1617647901
4 181 761831000
4 181 761831039
4 182 3930921860
4 182 843376599
4 183 873684193
4 183 1939632514
4 184 5146186489
4 184 950703626
4 185 2990780037
4 185 2990780039
4 185 1758554289
4 185 1758554291
4 185 968499093
4 185 1758554294
4 186 1755708648
4 186 973128725
4 186 1755708646
4 187 3894948091
4 187 3894948093
4 187 1014803686
4 188 1014803714
4 188 9080098306
4 188 9080098307
4 188 9080098312
4 188 9080098313
4 188 27459116
4 189 1014803736
4 189 27459165
4 189 9080098309
4 190 5257738384
4 190 1039290586
4 191 1042862673
4 191 9027340515
4 191 9766629717
4 192 1042862696
4 192 3858880677
4 193 2466456400
4 193 1081508186
4 193 20460695
4 194 1081508209
4 194 20460681
4 195 1150003147
4 195 8975833904
4 195 8975833905
4 195 6978563379
4 195 6978563382
4 196 1309067472
4 196 1150003270
4 197 1150003472
4 197 9042129984
4 198 1150003480
4 198 5565487612
4 199 4682627266
4 199 1150003532
4 200 1360122929
4 200 1163955034
4 201 8620105259
4 201 1214922429
4 202 4643337035
4 202 1236791478
4 203 1236791506
4 203 4378043283
4 203 4378043789
4 204 1236791552
4 204 5516594509
4 204 9197589454
4 204 9197589455
4 205 1236791555
4 205 5880186828
4 205 5880186827
4 206 1238249904
4 206 1736734053
4 207 1239549084
4 207 8620105236
4 208 8236052987
4 208 1280491924
4 208 8236052990
4 208 8236052983
4 209 24659907
4 209 1311961990
4 210 1311961947
4 210 1311962012
4 210 1311962111
4 211 1311962016
4 211 6369390693
4 212 8336028512
4 212 1311962122
4 213 4726152857
4 213 1312188619
4 213 8318757606
4 214 1312188704
4 214 1312188883
4 214 1312188797
4 215 1312189057
4 215 1312188722
4 216 8868001104
4 216 1312188731
4 217 1312189098
4 217 1312188741
4 218 1312188768
4 218 4726152854
4 219 1312264577
4 219 9042133642
4 220 1312264610
4 220 1782718791
4 221 9710359368
4 221 1312453919
4 222 1678245252
4 222 9781190366
4 222 1312454038
4 223 1312454058
4 223 7911243863
4 224 4534184507
4 224 1312932879
4 225 1938953432
4 225 1326821457
4 225 9820537922
4 226 2466449290
4 226 1326821515
4 226 1326821471
4 227 1326821579
4 227 1326821524
4 228 1326821592
4 228 2387245025
4 229 9693963699
4 229 1326821620
4 229 6272993491
4 230 1343823418
4 230 250550023
4 231 1721713699
4 231 1350430181
4 232 1360122856
4 232 9856119620
4 233 1360122866
4 233 1938953395
4 233 8975645638
4 234 1360122860
4 234 1360122901
4 235 1360122937
4 235 1360122919
4 236 9024139132
4 236 1360122924
4 236 9024139133
4 237 6724775016
4 237 2458257578
4 237 1364161197
4 238 8336028514
4 238 1401926435
4 238 9021504715
4 239 5816743945
4 239 1505332730
4 240 1536948529
4 240 7824803493
4 241 20626312
4 241 7572522585
4 241 1536948652
4 241 7572522566
4 242 4402629177
4 242 1547013655
4 243 1547013699
4 243 1550763732
4 244 1547392728
4 244 1547392894
4 245 1547392914
4 245 1547392951
4 246 1556097034
4 246 1556097147
4 247 4777897927
4 247 4777897928
4 247 1556097098
4 247 1951372915
4 247 1556097118
4 248 5905897286
4 248 1556097111
4 249 1556097448
4 249 1556097153
4 249 1556097177
4 249 1556097051
4 250 1556324684
4 250 2528522503
4 251 7946372937
4 251 1596648673
4 251 7946372938
4 251 7946372935
4 252 4665353645
4 252 1617596591
4 253 1617596659
4 253 1617596646
4 254 1617596714
4 254 8373690844
4 254 8373690820
4 254 8785503918
4 255 1617647928
4 255 1617647924
4 256 1617647945
4 256 8373690845
4 256 8373690846
4 257 2215139515
4 257 1655418222
4 257 3816097103
4 258 25161379
4 258 1678226846
4 259 1678226917
4 259 1951616270
4 260 1678283242
4 260 1678283244
4 260 1678283247
4 260 6218501713
4 260 6218501746
4 260 6470264536
4 260 5342236733
4 261 1678452786
4 261 7610670751
4 262 7610670826
4 262 7610670780
4 262 7610670781
4 262 1678452790
4 263 7610670906
4 263 1678452791
4 264 1678452793
4 264 7607077361
4 265 8336028507
4 265 1678452796
4 266 8868809321
4 266 1684835030
