i,j,w
2466456402,2466456403,3.073
2466456403,2466456401,3.171
2466456404,2466456406,4.702
2466456405,1326821524,4.094
2466456406,2466456409,5.743
2466456407,2466456405,4.744
2466456408,2466456407,4.107
2466456409,25632677,7.571
2466456411,1954751914,4.198
2466456412,2466456411,7.338
2466456413,2466456412,6.609
2466456414,10607129,3.18
2480657188,25632678,20.147
2480657190,469776896,23.807
2490721964,1571298195,19.55
2496836226,1150003513,7.516
2496836231,806373565,2.7
2496836262,21990622,46.309
2496836262,806373533,52.95
2496836303,21990614,36.697
2496836303,9782353731,30.038
2504822135,6509584413,9.478
2504822137,1852996996,6.776
2504822139,25067266,10.917
2504822145,25067267,11.061
2504847039,25264997,35.713
2528522503,2528522518,8.914
2528522507,2528522542,7.465
2528522518,1556324683,4.01
2528522528,1556324793,8.578
2528522542,4117882851,10.235
2538458898,2195965722,4.305
2566132609,1569382170,3.659
2566132610,25067265,35.987
2566132611,25067304,4.621
2576893628,5600934875,28.787
2576893629,8787384686,26.156
2586616722,6863550501,0.398
2586616722,1419565097,13.75
2612458244,6110164660,4.736
2612458244,6110164659,4.786
2612458246,2969439040,2.857
2620105428,4085767989,10.751
2620105428,4085767983,4.844
2624005734,4826555772,12.359
2632430340,25499115,21.907
2632430342,25497968,11.21
2632431806,2331184931,20.274
2632431807,1125619161,8.619
2632464413,390073160,5.31
2632464413,2632464416,3.585
2632464415,25438732,15.668
2632464415,282719,5.377
2632464416,2632464413,3.585
2632464416,108409,3.749
2632464427,25632683,3.642
2632464427,5711517565,63.247
2632476590,282719,23.089
2632476590,7796554012,10.017
2632476618,1953096696,14.964
2632476618,25499808,25.83
2632476621,10606709,11.73
2632476621,108409,12.909
2632476639,25499808,29.557
2632476639,5973397966,5.712
2632486641,2632486645,12.539
2632486641,3586606039,2.721
2632486645,1155584130,19.429
2632486645,2632486641,12.539
2632486646,3586606038,12.002
2632486646,5306194265,17.373
2632488435,25632683,14.104
2632488445,469759943,19.514
2642612586,250327576,8.605
2642612586,213668844,26.254
2642857212,25248118,14.015
2642878568,18469132,3.878
2642878569,18469130,39.376
2642878644,213672005,17.622
2665239972,6509684093,3.925
2665239973,2665239975,15.027
2665239975,2665239976,10.116
2665239976,2665239977,18.653
2665239977,9684083981,8.077
2665239978,4627491643,22.315
2737313094,2935324281,20.395
2755124949,9804685205,2.286
2775635677,3265436692,11.744
2775653836,108864,4.615
2793874522,109414,12.168
2793874522,7797731343,3.893
2793904931,25068862,22.615
2836220819,25471289,41.372
2872699894,9080123624,8.071
2872704413,3706494694,14.767
2872704413,3499556266,24.082
2902624645,4835108996,24.312
2902624645,9030121410,15.453
2914561217,3894948091,41.9
2914561217,5924603460,3.63
2914561272,28418497,15.584
2919962038,419347197,9.639
2919962039,419347196,6.281
2919962040,419347194,7.749
2919962041,2919962043,7.026
2919962042,2919962041,6.374
2919962043,419347198,6.336
2919962044,419347199,7.65
2919962045,419347202,7.431
2919962046,419347203,8.611
2934268020,20458277,3.442
2934288509,5165786239,4.651
2934288509,2934288514,5.879
2934288513,5165786242,12.006
2934288513,2934288517,12.983
2934288514,2934288509,5.879
2934288514,4138224462,5.578
2934288517,2934288513,12.983
2934288517,27459971,11.629
2934288518,2934288530,3.306
2934288523,5165786245,7.515
2934288523,5165786242,6.235
2934288530,3906588452,4.377
2934411661,9375078973,10.011
2934411667,2934411661,11.037
2934411667,3528738439,11.683
2934411668,3876429831,10.186
2935324280,2935373161,7.997
2935324280,5929540796,11.698
2935324281,288193455,14.197
2935373159,25477301,14.326
2935373159,5929540796,4.749
2935373161,2935324280,7.997
2935392676,3528738438,5.027
2940401398,25472800,5.444
2941549918,4220613456,4.838
2941549918,9681020156,2.98
2967343648,1547013692,7.083
2967343649,367121266,12.122
2969439040,3220254039,2.842
2987912733,250327591,27.383
2990651905,1758552678,25.474
2990651905,2990664881,17.527
2990651920,2990651921,6.398
2990651921,5041945508,8.035
2990664881,2990651905,17.527
2990664881,1758552522,15.394
2990717003,973128722,12.871
2990721389,5041945479,2.077
2990721389,1755265432,4.842
2990721391,4992781181,10.435
2990721391,1755708736,21.241
2990732269,1326821530,38.499
2990780037,1758554289,2.898
2990780039,2990806410,20.529
2990780039,968499093,3.695
2990806410,4246525223,3.736
2990806410,8975833914,4.976
2990806411,2990780039,25.233
2990806411,9041828942,2.352
2990806413,2990806415,6.555
2990806413,9041828942,4.452
2990806415,1758552521,60.375
2990806415,2990806413,6.555
2990806415,2990806416,6.073
2990806416,316763559,7.189
3068267824,670103313,5.295
3068267824,249679365,33.203
3073173576,9375100242,27.649
3073173585,3528738434,5.793
3073173585,1014803736,8.758
3076574323,446765895,2.68
3081980920,27480958,30.958
3093894065,25477197,7.495
3093894066,9030284967,5.68
3093894066,6332545601,6.562
3093897988,3093897989,20.558
3093897989,4749090120,20.273
3093897991,1722268388,19.588
3130435826,1990694638,10.286
3130435826,1990694641,26.889
3139705121,2218344522,3.257
3145798533,471488469,3.746
3145798533,1678283238,11.088
3153656028,6369361790,4.453
3153656028,5141354333,7.14
3153656030,5065949598,6.743
3153656030,5049840248,8.107
3153656030,5049840245,6.53
3170676207,28193265,12.442
3170676207,28728208,40.336
3197333544,9375170322,21.427
3197333544,28193265,43.924
3197339673,5565487612,20.828
3197339673,3197339674,21.986
3197339674,3197339673,21.986
3197339674,3197339676,14.852
3197339676,3197339674,14.852
3197339676,28728187,26.291
3215685153,4726152847,3.838
3215685153,4726152848,8.123
3215687074,1547013730,43.575
3215687074,1312454086,11.037
3220254039,27460439,2.603
3231501611,675734622,9.737
3231501611,585129712,25.498
3233714192,3233714193,4.0
3233714193,3233714198,27.368
3233714194,25067068,3.829
3233714195,3233714194,2.621
3233714196,4866591375,4.112
3233714197,25067068,2.769
3233714198,25066784,5.374
3247578846,1882379274,6.077
3247578846,1882379285,6.018
3247825561,1309067471,21.03
3247825561,3247825562,3.943
3247825562,3247825561,3.943
3247825562,3741131606,2.854
3247932481,3381130493,13.598
3247932481,4835109001,10.928
3247932486,3381130089,13.665
3247932486,30056255,17.27
3247933381,4430996033,4.938
3247933387,27460198,10.301
3257317059,25497595,32.557
3257317059,4729480808,12.795
3265436246,4169836445,95.528
3265436246,1678452755,40.576
3265436260,6327557047,6.858
3265436260,2341656968,4.548
3265436678,3265436680,6.597
3265436680,1617532087,5.502
3265436686,1617532090,4.615
3265436688,2775635677,6.863
3265436692,3265436695,13.804
3265436695,237911,3.528
3267461693,108867,5.575
3267461696,3267461710,4.296
3267461703,3267461693,46.97
3267461709,2919962046,6.427
3267461710,3267461721,4.855
3267461721,264824452,5.867
3267461728,3267461729,13.752
3267461729,9684083978,8.987
3267461729,4938216619,6.514
3267461735,4166634958,21.628
3267461735,4938216620,19.791
3267461737,20955164,9.95
3267461742,3267461737,14.486
3267461747,1678452760,7.162
3267461749,419347200,5.752
3267461752,3267461747,21.786
3267461756,3267461758,10.199
3267461758,3267461759,14.485
3267461759,367091632,11.426
3272712566,3272782433,7.678
3272782429,1547013738,10.613
3272782432,3272782429,7.102
3272782433,25532332,14.673
3272782446,3272782432,16.008
3319978344,2665239972,33.387
3320743081,1954751908,1.551
3320947996,4076095242,2.285
3328228993,4661317524,6.015
3328228993,1617596593,4.224
3328228994,21392267,1.114
3328228994,3328228996,3.888
3328228996,4663312697,5.958
3328228998,3328228993,5.919
3328229004,4663309171,4.175
3334162601,250325411,10.583
3381130086,109415,7.652
3381130086,3381130087,4.253
3381130087,4688513237,4.789
3381130087,3381130086,4.253
3381130089,1312454038,4.055
3381130089,3247932486,13.665
3381130090,1782717878,4.346
3381130090,107587,9.215
3381130091,9781190367,8.443
3381130091,1782717878,4.72
3381130092,8976060358,3.933
3381130092,107587,16.889
3381130493,3247932481,13.598
3381130493,8976060358,5.182
3385332654,9135848931,3.044
3385332654,8579240312,9.402
3385387604,3385387605,7.939
3385387604,9694091972,6.273
3385387605,6985465125,4.331
3385387606,1556324759,2.884
3385387607,4072083343,25.342
3385387607,6985465129,5.81
3397689900,107614,31.814
3474115148,1938819293,2.855
3474115151,1678452786,8.215
3486459762,6345441358,4.404
3486459762,1042862785,15.224
3486459764,7911297487,3.056
3486459765,27480956,6.389
3486459766,302013674,33.672
3486459769,27480960,4.29
3486459769,670103313,57.834
3497461727,8785484315,6.411
3497461727,8263157415,4.495
3497472337,4530270908,8.256
3497483291,8336028507,19.584
3497483291,1793420652,1.719
3499500226,9021504714,32.104
3499500226,25161348,23.173
3499500263,1312188821,2.301
3499544028,3517719434,28.776
3499556266,9375078974,19.163
3499556266,2872704413,24.082
3499567135,59526352,12.701
3515286914,3515286915,5.284
3515286914,1493676623,4.115
3515286915,3515286916,4.972
3515286915,3515286914,5.284
3515286916,25477106,6.562
3515286916,3515286915,4.972
3517719434,25248118,11.576
3517985666,9024139131,6.759
3517985666,9024139130,19.729
3518967818,7223728617,17.729
3518967818,1707790062,4.788
3518995475,4689775126,16.696
3518995475,269589467,10.443
3519005409,8263157413,2.5
3519005409,8785503917,13.67
3519013665,4691514032,2.244
3519288132,3644748769,4.724
3519288132,1637578546,28.539
3519872213,20965801,35.285
3519872213,1609966653,7.359
3519879307,1081508200,19.972
3519879307,25632862,14.19
3528710290,3073173576,22.828
3528711693,27459116,4.12
3528711722,255051289,11.056
3528738434,9030037142,4.733
3528738438,1014803736,6.722
3528738439,3528738440,7.178
3528738439,2934411667,11.683
3528738440,251757533,7.598
3528738440,3528738439,7.178
3533830193,7836164764,28.134
3533830193,7553887392,22.385
3550836102,251757452,3.923
3550836102,27351282,9.315
3585762393,471488472,21.777
3586606038,3586606039,8.566
3586606038,2632486646,12.002
3586606039,2632486641,2.721
3586606039,3586606038,8.566
3632581622,4155841820,3.415
3644748767,25161361,24.505
3644748767,25161360,22.46
3644748768,7946372940,20.175
3644748768,6124650606,27.501
3644748769,3519288132,4.724
3644748770,109818,5.695
3644748770,8975700266,9.47
3644748773,473258827,4.577
3644748774,4922952362,3.3
3644748774,4860803961,9.827
3644785104,4729628192,4.444
3644785104,5198585559,30.257
3656358065,5046447437,3.264
3656358065,7926554424,4.377
3661703766,25477858,2.753
3664398006,25505630,25.554
3673602988,302013668,40.256
3673602988,9203578106,4.612
3673602988,3858880676,12.774
3673602993,7815143465,8.678
3691462888,9804685203,19.832
3696548438,107667,7.107
3704225374,25504755,29.887
3704225375,9611081868,3.429
3704225375,25505629,2.669
3704225376,1828402760,2.627
3704225376,9611081868,3.525
3704225378,4143767990,9.46
3704225379,1938819282,3.114
3704225379,1828402760,3.47
3704225380,25505622,4.725
3706494694,2872704413,14.767
3706494694,251892353,22.569
3708234957,4230027057,4.507
3708234964,471488484,6.634
3715515059,25248112,9.23
3715515059,107588,14.304
3722411669,20460690,13.631
3733791671,9135845216,15.105
3733791671,6332695637,83.307
3735886877,25477228,8.223
3735886877,9808795598,0.346
3735889430,7911297462,24.463
3739048019,3739048021,1.825
3739048019,1684781470,36.924
3739048020,25472885,1.516
3739048020,1684835107,1.697
3739048021,25472885,1.628
3739048021,3739048019,1.825
3739049348,256766531,9.376
3741078112,1312319838,8.561
3741078112,5006764038,7.862
3741117629,9693935550,36.091
3741117629,9693628389,2.75
3741117629,9693628390,15.012
3741117630,8236052987,9.081
3741117630,9856119633,4.189
3741131600,9030155763,12.48
3741131600,1309067471,4.871
3741131606,3247825562,2.854
3741131606,1723315711,59.842
3741131607,3741131608,29.594
3741131608,3741131607,29.594
3741131608,149431715,14.137
3763407460,968499092,2.609
3785895379,25477149,50.614
3787645606,250549636,22.447
3787645607,250325410,2.968
3787645608,3787645607,4.004
3787645609,3787645606,2.858
3787645610,3787645609,3.017
3796814729,20626310,4.345
3796814729,20626311,8.629
3811094141,3811094142,60.403
3811094141,6327557047,79.538
3811094142,26374229,37.128
3811094142,3811094141,60.403
3813810132,5207476610,10.765
3813810132,5055364614,2.195
3813810133,5207477021,4.138
3813810133,5055364614,10.23
3816097102,7610670710,12.99
3816097102,5976850024,13.293
3816097103,5976853817,14.431
3816097103,1655418222,2.787
3816097104,8336028510,3.847
3816097104,7926506525,12.616
3816097105,25161353,7.653
3816097105,25161352,25.561
3816097106,3816097107,11.038
3816097106,25248112,12.982
3816097107,2218344503,10.311
3816097107,3816097106,11.038
3816097108,4688513218,6.303
3816097108,25248120,9.323
3816097109,1312454068,17.337
3816097109,2203268985,1.58
3816097110,9694087363,7.763
3816097110,4430996023,8.407
3817308659,7946372941,7.703
3817308659,4076126468,5.411
3817308660,1236791459,8.737
3817308660,104318,6.032
3817308667,1707790107,52.997
3817308667,5253290694,25.385
3830043581,8579233861,5.403
3830043581,8579233862,5.799
3847023130,107584,12.145
3847023130,3847023131,19.159
3847023131,3847023130,19.159
3847023131,30056310,16.846
3850146457,7644741351,5.481
3850146457,9673189926,7.35
3855607516,1237883773,7.331
3855607516,4167762777,5.818
3858880674,6304787861,6.165
3858880674,249558409,5.966
3858880675,249558409,13.511
3858880675,25477335,6.234
3858880676,3673602988,12.774
3858880676,3858880677,15.727
3858880677,3858880676,15.727
3858880677,1042862696,0.928
3858880678,6969936106,33.241
3870640530,9030155759,4.511
3870640530,3870640548,4.043
3870640547,5238500312,12.571
3870640547,3870640548,4.609
3870640548,3870640530,4.043
3870640548,3870640547,4.609
3876429831,6280047275,17.419
3876713343,1828402759,14.594
3887941013,25265077,4.812
3892081362,3892081363,17.364
3892081363,3741117630,53.01
3892081372,9693935550,4.052
3892081372,9693935551,4.149
3892081373,1014803704,3.075
3892081373,1014803702,10.821
3892081378,28418138,0.706
3892081378,1014803704,1.94
3894948091,1014803686,3.134
3894948091,2914561217,41.9
3894948093,1014803702,12.343
3894948093,1014803686,2.789
3906588452,1014649672,26.677
3930921860,251892564,8.45
3965024397,104320,4.999
3965024398,20965796,7.173
3965024399,373364870,4.622
3972566710,8620105240,3.969
3972566713,21392273,7.734
3972566713,21392272,34.189
3972566714,5374181585,8.067
3972566714,5788363874,15.601
3972566715,1955520890,8.63
3972566715,4658088539,4.06
3972566716,237908,7.89
3972566716,8373690825,14.005
3984132034,4244498868,7.932
3984132034,28418929,4.25
3984132035,302013708,5.454
3984132035,4244498867,3.602
3984132037,302013708,10.039
3984132037,4422013486,8.686
3987750677,6110164641,13.823
3987750677,9690975244,15.657
3987750679,429346241,1.194
3987750684,9673091208,2.247
3987750685,6110164649,3.644
3987750686,3987750685,3.916
3987750687,9673091213,5.111
3987750688,9673091207,4.333
3987750692,6110164650,2.543
3987750692,107602,5.859
4017328647,21583366,3.606
4017328647,8373690818,10.166
4018000435,4085404136,10.449
4034060007,368044217,7.128
4034060012,8620105270,8.709
4034060015,419632906,7.16
4034060017,4034060012,6.53
4034060017,1955520879,8.928
4034060018,1214922429,4.488
4054356842,5517519002,14.843
4054356847,4230595026,52.203
4072083342,4072083343,18.631
4072083342,1547013705,25.647
4072083343,3385387607,25.342
4072083343,4072083342,18.631
4072083344,4072083345,19.062
4072083344,107627,9.438
4072083345,259252667,3.4
4072083345,4072083344,19.062
4072476959,957122446,8.256
4072476959,107684,3.074
4072476960,7613626070,2.159
4072476960,8373752817,3.113
4076095242,1813618231,5.096
4076095253,1813618232,5.03
4076095262,110274,15.374
4076095791,1236791433,10.712
4076095791,1360122886,6.083
4076095834,1360122873,9.577
4076095834,1360122861,5.995
4076126448,7946372939,4.071
4076126448,104318,11.158
4076126468,3817308659,5.411
4076126468,7946372942,4.646
4076126707,25496850,10.143
4076126707,25496849,10.785
4077495820,1684437692,9.935
4077495821,1684437690,8.529
4077495826,4077495821,19.637
4077495854,4077495858,3.625
4077495855,4077495854,4.51
4077495858,4530195657,4.403
4077495862,4077495855,5.168
4077495867,109816,10.919
4077495872,4077495862,10.002
4077495883,4077495872,5.694
4077495951,4077495883,6.588
4077495957,4077495951,4.468
4077495964,4077495957,7.596
4077495971,4077495964,17.895
4077579334,7911267693,2.871
4077593104,24950113,17.976
4077593104,24950114,14.981
4077599543,4077599545,3.615
4077599543,5238587994,14.219
4077599544,5334625293,10.847
4077599544,30078473,6.199
4077599545,5238587992,4.696
4077599545,4077599543,3.615
4077627063,4150883407,6.046
4078858000,9632417162,30.005
4078858001,25473279,11.93
4085387943,9683585635,10.067
4085387945,7246486955,10.082
4085404135,1556097431,9.741
4085404136,1556097321,9.466
4085767970,419350723,7.793
4085767971,4085767974,1.071
4085767974,9729684314,2.0
4085767978,4085767989,2.744
4085767980,9684083967,4.343
4085767983,1678452770,5.818
4085767989,3267461756,15.647
4085767992,4085767980,5.233
4085767993,4085767971,5.582
4085778920,1536948529,5.767
4085778923,4085778934,7.77
4085778934,25066684,18.767
4085783099,3887941013,3.521
4085783103,25067803,17.813
4085783105,25161375,7.423
4085783105,6446292570,5.788
4089226784,9684083977,2.591
4089236235,6509584408,5.122
4089236236,4166634964,49.548
4089885905,4116809028,31.683
4096485377,4879371165,33.874
4107646656,2360681708,37.717
4115887296,1617647896,61.08
4116809027,7900221088,82.358
4116809027,249679343,13.575
4116809028,249679343,10.473
4116809028,4089885905,31.683
4117882851,6985465130,10.876
4117882852,6985465145,11.573
4117882852,4117882856,11.215
4117882856,4117882852,11.215
4117882856,4117882857,11.891
4117882857,4117882856,11.891
4117882857,4117882860,12.553
4117882860,4117882857,12.553
4117882860,25278669,13.733
4136124524,4085387943,8.978
4136124526,585127354,11.339
4136137525,9693971447,1.675
4136137529,25475664,4.89
4136137530,4715264001,9.197
4138224462,2934288514,5.578
4138224462,5335233113,6.35
4143767990,4085778934,3.268
4144358216,5160943807,13.669
4144358216,4144358217,9.946
4144358216,5160943803,12.333
4144358217,5160943797,17.286
4144358217,6280047277,10.409
4144358217,4144358216,9.946
4150883407,4034060018,8.852
4155841811,843376599,23.962
4155841820,4155841811,29.309
4156336279,2293833763,2.62
4156336279,21392276,39.229
4158000323,1816959492,4.189
4158000323,25497595,46.678
4158004390,422573549,18.096
4164428578,1312932894,20.576
4166634955,2279589727,40.722
4166634957,4085783103,32.638
4166634958,1678452755,49.122
4166634958,3267461735,21.628
4166634962,2059790748,12.681
4166634964,25505662,83.232
4166662878,4166662881,25.38
4166662878,6868293535,8.683
4166662878,6327557048,3.426
4166662881,4166662878,25.38
4166662881,8620105277,10.567
4166967089,25475419,9.947
4166967089,675734613,10.555
4167762776,295977520,8.384
4167762776,104323,4.524
4167762777,3855607516,5.818
4167762777,8429774517,14.549
4167762778,4715264000,4.42
4167762778,9690915275,4.001
4167762779,8429225386,5.289
4167762779,8429706219,10.406
4169714270,8675201264,6.542
4169714271,1590114998,39.481
4169836445,8620105277,17.163
4169836445,3265436246,95.528
4174200046,8026335686,16.194
4174200046,26374229,41.991
4195103055,6218501757,15.739
4195111355,748941573,34.415
4195111355,748941556,7.09
4195111363,748941552,6.761
4195111363,748941577,34.322
4197055203,5609643672,12.141
4197055203,1684835019,22.183
4208239642,9203541612,25.972
4208239642,4462680076,4.976
4208239642,4208239651,10.83
4208239651,5788363874,6.932
4208239651,4208239642,10.83
4210859292,5904585328,24.233
4211515569,108903,9.947
4211515621,1830276654,9.677
4211515622,317930380,6.732
4211515634,4211515644,5.433
4211515634,6866516260,31.527
4211515637,4211515622,6.327
4211515644,4211515645,1.222
4211515660,104315,13.048
4211515891,108903,15.448
4211515891,8256049399,2.803
4220613456,109746,8.147
4220613456,2941549918,4.838
4223357836,9703794697,4.12
4230027057,9693974851,29.533
4230595026,9693971465,16.482
4232015838,1793420660,9.094
4232015838,1835355916,2.299
4240028580,388455682,15.814
4240028580,25503862,12.246
4244498866,28418141,3.123
4244498867,3984132035,3.602
4244498867,7797338599,54.422
4244498868,249679343,21.005
4244498868,3984132034,7.932
4246525220,3763407460,2.754
4246525223,316763563,4.472
4275394254,25495822,2.468
4275394254,447887921,1.9
4297054053,1601832328,5.195
4297054053,9576827482,14.519
4297211186,435104726,16.036
4297211186,4297211187,2.799
4297211187,4297211186,2.799
4297211187,435104728,6.944
4297212084,4297212129,21.088
4297212084,25475693,1.868
4297212114,4297243218,3.883
4297212114,4297243295,4.296
4297212119,4297243298,7.787
4297212119,4298970364,14.697
4297212128,25475692,1.881
4297212128,25475691,70.296
4297212129,25475692,2.006
4297212129,4297212084,21.088
4297212194,25475693,3.526
4297212194,4297212204,5.394
4297212204,4297212194,5.394
4297212204,4297212226,29.594
4297212226,4297212204,29.594
4297212226,25475690,38.715
4297242961,4158004390,8.777
4297243218,25475767,5.961
4297243218,4297212114,3.883
4297243295,4297212114,4.296
4297243295,4297243298,2.78
4297243298,4297243295,2.78
4297243298,4297212119,7.787
4298970364,4297212119,14.697
4298970364,4298970368,3.226
4298970368,4298970364,3.226
4298970368,355416920,9.631
4298970380,355416920,0.758
4298970380,4298970384,2.673
4298970384,4298970380,2.673
4298970384,25475693,8.508
4305986091,108835,30.865
4305986094,3644748773,27.74
4316306163,4316306164,14.525
4316306164,1137777341,3.277
4316306166,282708,2.52
4316306166,4530012703,1.727
4328443355,8336028504,8.304
4328443355,2140421224,3.242
4329502449,8373690842,25.545
4329502449,5342251136,6.148
4331121754,21685483,1.792
4331121754,4331121755,15.641
4331121755,1163955034,10.236
4331121755,4331121754,15.641
4344245892,28418144,6.482
4344245893,27460250,23.98
4344245894,302013682,22.002
4367041960,5177397824,8.118
4367041962,8755805313,7.752
4367041962,25524297,27.207
4369519204,20965804,6.975
4369519219,1326821585,12.497
4369519227,4369519219,19.739
4370333627,4370333629,1.667
4370333627,21685485,20.999
4370333629,4370333637,3.215
4370333629,4370333627,1.667
4370333637,21685484,21.024
4370333637,4370333629,3.215
4370333637,4370333638,2.109
4370333638,4370333637,2.109
4370333638,4370333643,1.481
4370333643,4370333638,1.481
4370333643,4370333648,20.367
4370333648,4370333643,20.367
4370333648,21685485,11.717
4378043283,1236791506,2.462
4378043661,269547420,25.072
4378043661,4378043662,3.273
4378043662,4378043661,3.273
4378043662,269547419,2.658
4378043662,4378043667,2.615
4378043667,4378043662,2.615
4378043682,25500530,24.231
4378043682,25500246,14.502
4378043789,1236791297,14.672
4379801334,25470784,11.255
4379801334,25470783,5.198
4383369519,25504129,7.656
4383369519,1938819340,4.534
4383369553,25504129,12.885
4401149224,5927671120,7.271
4401149225,5927671155,13.195
4401149228,4992781187,23.122
4401149234,7636278197,5.829
4401149234,4826555771,7.22
4401156476,4866651963,27.902
4402629177,4402594986,15.047
4421008566,4879371168,7.607
4422013486,3984132037,8.686
4425001781,25472767,9.342
4425001781,4823246341,1.37
4425001782,25472767,4.087
4425001782,1141415219,43.794
4425001783,25472763,4.242
4425001783,1882379248,5.978
4428887946,20965798,4.71
4429088632,25496785,14.794
4430996023,3816097110,8.407
4430996023,4688513241,19.981
4430996024,3632581622,1.468
4430996033,27459971,16.878
4462680067,5573931385,4.177
4462680067,14672924,7.614
4462680068,5573994019,6.841
4462680068,5573994017,5.056
4462680070,21686575,52.807
4462680070,21686574,4.608
4462680076,5899711454,9.459
4462680076,4208239642,4.976
4462680078,5460658138,3.644
4462683090,21686573,36.309
4462683090,21686572,4.56
4512763348,8975645641,3.518
4512763348,7840712839,5.158
4529881970,5816744255,21.968
4530011788,4729385030,4.117
4530011788,4729385031,5.723
4530011788,4530012691,12.108
4530012690,4729385030,9.823
4530012691,4530011788,12.108
4530012691,1771453217,7.994
4530012692,1771453217,6.899
4530012692,249470452,7.769
4530012694,4530012701,16.799
4530012695,4729385031,13.418
4530012696,6261920913,7.16
4530012700,6261920914,19.563
4530012701,4530012700,15.592
4530012702,4530012703,9.917
4530012703,4316306166,1.727
4530012703,4530012699,9.274
4530012704,1771453218,4.973
4530057817,2632430342,6.71
4530195657,4942595236,26.865
4530270906,7183962432,5.494
4530270906,1020211942,9.747
4530270908,8373690826,4.519
4530270913,21563508,5.056
4530339698,8373690837,2.655
4530339698,1938819344,7.121
4530339699,4530339701,4.113
4530339699,8373690839,3.486
4530339700,4530339698,4.274
4530339701,8373690835,2.417
4530339702,4530339699,3.855
4532363026,25481506,37.125
4532363026,4729448871,48.964
4534184507,6110164647,8.268
4534184516,28418880,5.334
4534184516,28418879,4.565
4556931602,4556931603,32.662
4556931603,3661703766,8.252
4556931604,4556931602,4.959
4556931604,21990622,5.873
4569700109,338474265,30.727
4569700109,1360122841,30.753
4571194090,110143,36.258
4571194090,4571194091,6.537
4571194091,4571194090,6.537
4571194091,25472800,5.415
4571238064,1326821465,10.12
4571238064,9820523872,1.941
4571238067,9820537921,2.741
4571238068,1326821457,6.82
4571241384,4571244658,6.353
4571244658,9820537941,4.27
4571244659,4729480807,4.229
4571244660,1599652492,30.303
4571244660,4571244663,23.023
4571244663,4571244660,23.023
4571244663,355416887,6.817
4571940314,25475688,21.724
4571940314,4703542482,12.382
4571940315,1736685635,32.445
4571940315,25475688,19.097
4618510643,2934268020,4.597
4619022514,8579233862,5.927
4619022514,1547013754,13.016
4627445213,5055364614,15.394
4627445215,4627445213,8.318
4627445216,4627445215,5.205
4627445217,4627445216,7.938
4627445240,473264641,4.129
4627445241,9684083984,18.9
4627445257,7066617760,4.616
4627445258,4627445241,4.288
4627445259,4627445258,2.97
4627445260,4627445259,3.902
4627445260,390341443,13.354
4627445261,3696548438,5.336
4627491642,1938819304,4.866
4627491643,5207476607,4.748
4629462859,28418879,4.813
4629462859,429346243,14.574
4630855193,10572180,4.617
4630855193,25503851,18.498
4630855202,4630855203,2.154
4630855203,5207487897,23.724
4630855204,25471681,1.031
4630855205,4630855204,1.336
4643336966,1353133536,4.329
4643336966,4643336979,3.584
4643336968,4643336979,4.24
4643336968,1353133533,6.509
4643336979,4643336966,3.584
4643336979,4643336968,4.24
4643337035,10572180,6.084
4643337035,1236791478,3.468
4643337044,25503845,34.669
4650375309,1707790055,1.735
4650375357,25471734,5.689
4650375357,25471733,7.536
4650375402,107668,16.293
4650375402,490946748,16.052
4650375504,1707790064,18.547
4650375504,1707790067,7.516
4650375508,1707790064,1.815
4650375508,1707790063,2.267
4658088539,3972566715,4.06
4658088539,6327615074,3.006
4658088585,1955520890,8.92
4658088585,6327615076,5.327
4658088777,1707790024,9.899
4661317153,761830938,5.149
4661317153,761831039,16.975
4661317155,1617647900,23.404
4661317155,1617647901,5.336
4661317524,4661317536,44.545
4661317536,4663312698,2.79
4663309171,3328228998,15.633
4663312695,3328229004,9.272
4663312696,4663312695,8.498
4663312697,4663312696,3.084
4663312698,3328228994,3.966
4665352262,1617647896,41.245
4665352262,4665352264,4.415
4665352264,4665352262,4.415
4665352264,1617647898,24.129
4665353644,25473004,50.15
4665353644,4665353645,22.462
4665353645,4665353644,22.462
4665353645,1617596591,3.121
4665353662,5146127859,39.199
4675821925,4675821932,14.345
4675821932,8263166219,47.54
4675821944,4675821925,6.255
4675822093,1617647919,18.97
4675822093,4675822097,20.994
4675822095,1617647903,37.478
4675822097,4675822093,20.994
4675822097,4675822100,3.858
4675822100,4675822097,3.858
4675822100,1617647924,22.172
4682627259,6978563383,3.544
4682627261,1150003195,41.483
4682627263,5609643674,75.495
4682627264,1150003571,2.865
4682627265,8975833915,6.596
4682627266,8975833905,11.01
4688513218,3816097108,6.303
4688513218,25248119,22.597
4688513237,3381130087,4.789
4688513237,107587,9.582
4688513241,4726152847,4.365
4688513241,4430996023,19.981
4689775124,8785484313,1.491
4689775126,8373690819,1.384
4689775126,3518995475,16.696
4691460851,8263166217,1.582
4691514032,4764884821,14.59
4696544885,4696568114,3.009
4696545402,367102039,3.834
4696568114,1828408303,7.333
4697287178,8620082704,6.32
4697287178,6327557048,14.58
4697288390,4696545402,3.623
4697525030,26374229,7.878
4697525032,4697525030,1.848
4703542482,4571940314,12.382
4703542482,4703542483,7.376
4703542483,4703542482,7.376
4703542483,9808795606,3.398
4715263992,722208263,3.954
4715263992,4136137530,5.082
4715264000,9690915274,2.399
4715264001,4715264002,7.324
4715264001,6014302228,20.777
4715264002,4715264001,7.324
4715264002,4715264004,9.49
