i,j,w
869968536,6265654109,20.527
873684193,1939632514,2.06
873809385,1343823418,20.685
875789647,1311962111,16.866
894485202,109409,29.827
894485202,109408,9.678
903630659,25473281,19.148
914822492,9030155760,5.014
914822492,9042037853,6.496
914822496,914822508,4.63
914822508,5927671121,6.718
950703625,1726783391,4.621
950703626,5146186489,2.92
957122446,5342251136,18.577
957122446,4072476959,8.256
968499092,20460680,9.607
968499092,256766532,17.038
968499093,1758554294,3.839
973101839,250550426,41.163
973101839,1684835019,85.959
973101839,8869472274,8.479
973128722,2990717003,12.871
973128722,1755708765,5.406
973128722,1758552682,7.343
973128725,1758552522,9.906
973128725,1755708648,3.286
973158035,7223709668,7.297
973158035,5006978856,4.415
1014649631,8042022825,5.063
1014649631,252729234,24.546
1014649631,21523718,3.28
1014649672,9694087359,8.327
1014803686,3894948093,2.789
1014803686,3894948091,3.134
1014803691,4244498866,2.954
1014803702,3892081373,10.821
1014803702,3894948093,12.343
1014803704,3892081378,1.94
1014803704,3892081373,3.075
1014803714,9080098313,2.404
1014803718,3528711693,3.607
1014803721,2914561272,6.694
1014803736,9080098309,2.897
1014803736,3073173585,8.758
1020211942,1617596711,6.505
1020211942,4530270906,9.747
1039290562,251757321,31.643
1039290562,27351284,9.205
1039290578,5257738379,4.223
1039290578,5257738384,7.547
1039290584,251757458,8.341
1039290584,9808795600,14.91
1039290586,5257738384,2.633
1039290586,28419328,7.744
1042862477,9766629717,12.105
1042862492,109766,13.188
1042862673,9027340515,3.303
1042862696,3858880677,0.928
1042862696,5257738390,30.848
1042862726,7911297486,5.054
1042862785,3486459762,15.224
1042862785,7815533548,14.323
1043001378,27459951,9.483
1043001378,1043001410,8.312
1043001410,1043001378,8.312
1043001410,27459959,7.804
1043001422,8515091589,4.735
1043001423,8515091589,13.293
1043001423,27459945,8.066
1046306670,9514602151,70.291
1046306670,4922952373,30.092
1046391070,5473274866,5.061
1054045407,1311961991,6.34
1054045407,1311962089,5.11
1054045453,1311962089,5.764
1054045453,1311962169,5.018
1081508186,2466456400,3.931
1081508200,9781311299,17.707
1081508200,3519879307,19.972
1081508209,20460681,3.867
1125619075,2632488445,15.852
1125619161,1125619075,26.046
1125619235,6525670239,22.022
1137777341,6866779806,36.811
1137777343,8030470469,14.451
1141415219,4425001782,43.794
1141415219,2036125657,8.432
1144619335,4835108997,12.121
1144619335,4835108996,23.404
1145174402,4571244659,18.916
1148249927,269550333,35.508
1148249927,6828921210,4.185
1148276186,7223695324,7.526
1148276186,5006063172,9.902
1148276284,33141178,5.122
1148276284,5006063180,4.053
1150003147,8975833904,3.046
1150003147,748941508,26.134
1150003155,9808795611,5.606
1150003170,4682627264,36.495
1150003195,4826555768,17.302
1150003224,1150003170,8.172
1150003270,1309067472,3.864
1150003270,1493658224,15.3
1150003423,1238259337,14.81
1150003472,9042129984,1.383
1150003480,5565487612,3.264
1150003480,1150003547,6.554
1150003513,1255490314,4.982
1150003532,4682627266,1.099
1150003547,1731225566,19.145
1150003547,1150003480,6.554
1150003571,6978563381,12.85
1155552319,9683581480,9.96
1155584130,2632486645,19.429
1163954964,9024139146,8.15
1163954964,9024139145,10.776
1163955034,4331121755,10.236
1163955034,1360122929,3.203
1163955034,1837610895,8.421
1163955130,1311962169,5.337
1163955130,107687,2.627
1165343843,4571241384,8.869
1186508405,5104314384,13.774
1186508405,25067473,15.976
1211381855,30078473,26.701
1211381855,25248125,9.195
1214922421,2140432704,5.903
1214922426,5177397821,4.904
1214922428,5177397824,21.264
1214922428,748885412,20.831
1214922429,8620105259,3.052
1215563870,4860803961,8.492
1215563870,24951856,8.928
1215563875,1215563894,9.144
1215563878,373364878,5.907
1215563879,1215563903,7.497
1215563881,25632855,25.576
1215563881,25473205,36.234
1215563885,1759454078,6.678
1215563885,1215563897,8.239
1215563890,25632864,7.783
1215563891,5046627645,7.943
1215563891,316763584,8.616
1215563894,9855343702,5.565
1215563895,3965024399,5.326
1215563897,1215563885,8.239
1215563897,25473200,17.918
1215563903,25632856,7.499
1215563905,25632855,29.972
1233327202,1782716888,5.695
1233350847,1312932832,16.396
1233350848,2872699894,6.258
1233350862,675734610,3.81
1233350862,675734622,4.17
1233350889,675734613,12.617
1233350889,675734610,6.807
1236791297,1726730281,15.704
1236791344,8785484288,10.141
1236791408,5516594509,22.815
1236791408,25509534,21.293
1236791433,21685484,10.709
1236791433,4076095791,10.712
1236791459,7946372934,4.572
1236791459,3817308660,8.737
1236791478,25471732,8.026
1236791478,4643337035,3.468
1236791504,470727954,18.605
1236791504,25481506,20.174
1236791506,4378043789,3.918
1236791535,1938819350,11.507
1236791552,9197589454,3.267
1236791552,5516594509,3.322
1236791555,1707790076,24.787
1236791555,5880186828,3.543
1237883773,8429795034,18.765
1237883773,3855607516,7.331
1238249904,1736734053,1.446
1238259337,3499567135,4.093
1239549084,8620105236,1.696
1239549084,5055364608,5.43
1255490314,108420,24.145
1268892338,1725360097,18.352
1268892338,1268900660,6.121
1268892466,1268892467,4.459
1268892466,367105859,6.875
1268892467,25504756,5.744
1268892467,1268892466,4.459
1268892541,9024139147,12.514
1268892541,9024139148,10.33
1268900644,1268903266,49.376
1268900644,7610670710,14.489
1268900660,5976850023,13.632
1268900660,1268892338,6.121
1268903266,473264457,10.289
1268903266,1268900644,49.376
1280491924,8236052990,2.855
1280491926,1939632512,43.242
1309067471,3741131600,4.871
1309067471,3247825561,21.03
1309067472,1684835245,7.846
1309067472,1150003270,3.864
1310663631,250327037,7.734
1311961826,319984684,5.243
1311961826,7223709662,12.113
1311961846,28800671,23.827
1311961846,1311962079,19.775
1311961868,6871422362,8.319
1311961910,2012969971,7.41
1311961910,25505673,6.928
1311961947,25473201,10.594
1311961985,1311962151,21.415
1311961985,1311962043,10.222
1311961990,24659907,3.006
1311961991,24951856,11.058
1311961991,1054045407,6.34
1311962012,1311961947,2.807
1311962013,1311962182,6.506
1311962016,6369390693,3.248
1311962043,1311961985,10.222
1311962043,28800662,7.99
1311962065,1311962079,20.275
1311962065,28800662,34.683
1311962079,1311961846,19.775
1311962079,1311962065,20.275
1311962080,25473200,10.154
1311962080,25473199,14.233
1311962082,1311962013,5.595
1311962089,1054045407,5.11
1311962089,1054045453,5.764
1311962111,1311962012,3.275
1311962122,8336028512,3.477
1311962130,18468962,13.524
1311962130,18468966,19.97
1311962151,373402354,42.549
1311962151,1311961985,21.415
1311962169,1054045453,5.018
1311962169,1163955130,5.337
1311962182,6369329166,5.378
1312188614,25477151,14.65
1312188619,4835109000,14.453
1312188619,8318757606,3.475
1312188622,25477153,6.669
1312188660,1312188955,7.442
1312188660,1312188824,12.454
1312188679,5565455857,12.259
1312188679,5565455858,13.067
1312188689,26067234,12.833
1312188692,250549587,2.671
1312188694,250549670,9.07
1312188694,354886082,6.887
1312188696,26067239,15.489
1312188704,1312188797,3.003
1312188704,1312188883,3.017
1312188714,2406484453,5.931
1312188722,1312189057,2.934
1312188722,1312188797,16.817
1312188730,25477154,18.386
1312188731,8868001104,1.163
1312188731,8868001103,4.811
1312188735,1312188622,6.614
1312188741,1312189098,2.45
1312188741,1312188955,4.382
1312188760,26067238,11.458
1312188768,4726152854,2.03
1312188774,25477156,4.593
1312188797,1312188722,16.817
1312188797,1312188704,3.003
1312188821,9781190369,4.889
1312188824,1312188660,12.454
1312188824,1312189057,5.408
1312188843,26067237,11.484
1312188845,1312188988,4.238
1312188845,8868001104,8.948
1312188858,3320743081,5.725
1312188883,1312188704,3.017
1312188883,1312188988,22.072
1312188886,2218344498,4.924
1312188945,26067235,15.857
1312188955,1312188741,4.382
1312188955,1312188660,7.442
1312188988,1312188883,22.072
1312188988,1312188845,4.238
1312188994,25477150,11.963
1312189013,25477152,10.605
1312189047,1719422038,36.516
1312189047,1719422032,18.23
1312189057,1312188824,5.408
1312189057,1312188722,2.934
1312189073,109760,16.147
1312189091,26067236,10.342
1312189098,354886082,4.125
1312189098,1312188741,2.45
1312264524,28800661,17.362
1312264524,794039687,10.573
1312264546,1755265415,13.0
1312264577,794039687,7.692
1312264577,9042133642,3.393
1312264600,2387226309,32.3
1312264600,9021504716,5.02
1312264610,1782718791,3.383
1312264610,10677374,9.223
1312264618,6985373984,13.019
1312264648,9042133642,5.468
1312264648,7836155865,10.693
1312319838,9693935551,12.17
1312319838,5565455858,52.376
1312319838,3741078112,8.561
1312335310,4992781180,15.306
1312335310,873684193,10.175
1312335310,2387245026,10.915
1312335310,9030155759,5.968
1312453879,1547013601,13.279
1312453879,1312453936,11.912
1312453915,25544112,15.085
1312453915,1312453966,11.845
1312453919,9710359368,2.089
1312453936,1312453879,11.912
1312453936,1547013730,22.265
1312453950,5931501991,11.352
1312453954,1312454100,9.672
1312453954,24661966,12.253
1312453966,1312453915,11.845
1312453966,24662037,12.505
1312453981,25532377,20.98
1312453996,1312454087,14.191
1312453999,1312454090,4.597
1312454015,3708234964,6.806
1312454029,1312453999,4.105
1312454031,5340811829,4.1
1312454038,9781190366,2.889
1312454038,3381130089,4.055
1312454045,5925584201,11.795
1312454045,259252667,13.851
1312454048,27458331,6.069
1312454055,1312453996,18.215
1312454055,8390582613,10.377
1312454055,107626,3.709
1312454058,7911243863,3.127
1312454061,5340811830,2.301
1312454066,24662037,13.03
1312454066,1312454100,9.085
1312454068,9694087365,13.883
1312454068,3816097109,17.337
1312454086,3215687074,11.037
1312454086,2961891,5.928
1312454086,1547013698,18.905
1312454087,3272712566,10.451
1312454090,1312454058,10.654
1312454100,1312454066,9.085
1312454100,1312453954,9.672
1312454114,1312453919,4.892
1312471188,1312471202,18.703
1312471189,9690974262,10.797
1312471190,28418859,28.626
1312471191,1312471231,17.194
1312471191,251892979,20.258
1312471193,1493722804,7.301
1312471193,1312471222,8.749
1312471196,4920098342,5.406
1312471197,1312471190,8.433
1312471202,1312471252,12.24
1312471208,6470264535,6.961
1312471208,4864083784,17.959
1312471210,1312471197,3.316
1312471216,9690974274,13.411
1312471217,1312471267,5.881
1312471222,1312471193,8.749
1312471222,1312471271,12.1
1312471223,25475661,5.163
1312471226,25497603,11.603
1312471228,1312471255,9.718
1312471231,30056330,20.539
1312471231,1312471191,17.194
1312471252,1312471223,6.946
1312471255,1312471226,20.87
1312471258,585129712,7.251
1312471258,722208263,18.22
1312471265,6266867114,17.275
1312471267,27459905,6.7
1312471271,1312471222,12.1
1312471271,6218501751,8.772
1312932832,1312932849,6.099
1312932849,7644741346,4.834
1312932879,4534184507,3.039
1312932894,8429945717,5.011
1319881922,25496851,6.29
1319881924,1319881922,4.011
1326821457,4571238067,8.294
1326821457,9820537922,2.361
1326821460,4992781189,7.583
1326821465,21990638,8.363
1326821465,4571238064,10.12
1326821466,1326821594,6.741
1326821466,25475698,9.943
1326821471,2466449290,3.837
1326821480,4826555770,9.766
1326821487,1326821568,4.476
1326821489,9820523913,7.07
1326821490,1326821504,9.337
1326821502,20460696,5.034
1326821504,1150003155,27.245
1326821507,250550400,99.843
1326821513,2466449288,4.872
1326821515,1326821471,2.434
1326821524,1326821579,3.677
1326821525,2466456402,4.537
1326821530,5040168489,69.382
1326821539,2466449289,5.119
1326821541,10607128,5.921
1326821542,9820537934,5.072
1326821544,8868010287,4.834
1326821557,2466449295,4.576
1326821559,20460697,5.005
1326821561,4992781175,19.564
1326821564,9693963708,5.041
1326821566,372978232,5.328
1326821568,1326821624,7.953
1326821569,2466449291,6.252
1326821577,2466449296,4.506
1326821579,20460697,10.024
1326821585,4369519204,6.67
1326821587,1782729295,4.363
1326821592,2387245025,3.808
1326821593,21990637,14.325
1326821594,25475697,5.689
1326821594,1326821466,6.741
1326821596,1326821564,6.458
1326821607,25475698,4.522
1326821607,25475696,5.222
1326821613,256766529,6.154
1326821619,4826555769,6.581
1326821620,9693963699,2.633
1326821620,25475699,12.575
1326821624,25470166,8.745
1333685580,5925626142,73.422
1343823418,250550023,3.808
1350430181,6985373982,4.747
1350430181,1721713699,3.658
1353133533,4643336968,6.509
1353133533,25503860,41.425
1353133536,4643336966,4.329
1360122841,8975645641,5.713
1360122841,4569700109,30.753
1360122845,1360122886,8.66
1360122845,1360122873,5.61
1360122856,9805219992,4.307
1360122856,9856119620,3.481
1360122860,1360122937,5.819
1360122861,4076095834,5.995
1360122861,9805219992,4.942
1360122866,1938953395,1.973
1360122871,1360122901,5.099
1360122873,1360122845,5.61
1360122873,4076095834,9.577
1360122879,109818,29.473
1360122879,1832129831,19.49
1360122886,4076095791,6.083
1360122886,1360122845,8.66
1360122901,1360122860,1.402
1360122917,9856119620,6.952
1360122917,20955158,10.485
1360122917,9197322310,9.415
1360122919,1360122937,3.47
1360122924,9024139132,3.16
1360122925,1360122866,5.287
1360122929,1360122933,6.642
1360122929,1163955034,3.203
1360122933,1726730307,34.899
1360122933,1360122929,6.642
1360122937,6431923715,36.592
1363483801,6828863694,9.433
1364161197,6724775016,3.822
1364168178,8975700260,18.018
1364168178,8975700261,5.743
1364168180,2458273291,4.635
1364169899,25495807,2.802
1364169899,1953202907,6.722
1364172237,8787384680,19.202
1365887500,4866976613,5.63
1366095187,6369329156,20.131
1366095189,5041784501,11.074
1366095190,25473207,11.756
1401416203,8318797237,4.074
1401416208,8868010171,16.383
1401893666,1150003472,31.11
1401908258,28800661,8.517
1401908258,250550174,8.742
1401926435,8336028514,3.819
1401926435,9021504714,5.156
1418752708,1312454029,2.253
1418752721,25544110,2.26
1419565097,21583366,2.741
1419565097,2586616722,13.75
1493229962,9693963689,51.982
1493229962,25475754,14.341
1493658224,1150003270,15.3
1493658224,1685281076,6.135
1493676622,5565466183,11.622
1493676622,21990614,6.005
1493676623,3515286914,4.115
1493676623,5565466183,17.202
1493722803,471488499,5.699
1493722803,4847781268,11.297
1493722804,27460259,11.026
1493722804,1312471193,7.301
1497452171,25248128,12.643
1497452171,25248127,16.802
1505332730,5816743945,3.654
1536039932,282708,9.49
1536948431,7824803500,4.313
1536948431,1536948541,40.979
1536948474,109412,13.49
1536948474,1852996670,33.171
1536948474,1852996875,10.36
1536948487,20626315,20.069
1536948487,109411,16.72
1536948517,1536948578,19.075
1536948529,7824803493,3.9
1536948536,4866475737,6.155
1536948536,7572522547,8.353
1536948536,1852996954,7.653
1536948541,109737,5.651
1536948541,1536948431,40.979
1536948578,109412,3.76
1536948581,1536948622,18.982
1536948605,4089236235,24.43
1536948608,1536948612,18.885
1536948612,1852996954,6.847
1536948618,7572833353,60.343
1536948618,109411,4.304
1536948622,25067268,32.487
1536948631,7572522540,11.907
1536948646,20626301,5.614
1536948652,7572522585,3.223
1547013554,1547013710,13.906
1547013554,8785024515,8.714
1547013563,1547013694,35.016
1547013567,1547013688,59.076
1547013574,1547013597,24.748
1547013574,1547013724,15.793
1547013588,1547013592,14.309
1547013588,6149398572,19.706
1547013589,8785024515,9.203
1547013589,8807410151,8.71
1547013589,1547013719,10.461
1547013592,1547392927,34.278
1547013592,1547013724,4.645
1547013592,1547013588,14.309
1547013593,1547013704,19.658
1547013593,1547013760,19.245
1547013597,1547013754,20.294
1547013597,1547013574,24.748
1547013601,1547013760,14.575
1547013601,1312453879,13.279
1547013604,1550763732,31.164
1547013604,1547013704,24.389
1547013621,1547013567,8.6
1547013653,1547013563,41.113
1547013655,4402629177,3.057
1547013655,8785024514,34.54
1547013672,1547013705,8.234
1547013688,9856119630,13.112
1547013692,2967343649,10.041
1547013694,1547013621,7.151
1547013698,5335245256,8.035
1547013698,1312454086,18.905
1547013699,1547013754,33.175
1547013699,1550763732,1.59
1547013704,1547013604,24.389
1547013704,1547013593,19.658
1547013704,9694096799,5.12
1547013705,4072083342,25.647
1547013705,25532494,67.77
1547013705,8807410149,9.646
1547013710,25532494,15.952
1547013710,1547013554,13.906
1547013711,4847781268,13.052
1547013711,1550763764,15.075
1547013719,1547013589,10.461
1547013719,25532464,38.585
1547013724,1547013574,15.793
1547013724,1547013592,4.645
1547013730,1312453936,22.265
1547013730,3215687074,43.575
1547013730,3272782446,36.918
1547013738,9856119631,32.25
1547013743,1312454015,5.966
1547013754,1547013699,33.175
1547013754,1547013597,20.294
1547013754,4619022514,13.016
1547013760,1547013593,19.245
1547013760,1547013601,14.575
1547013760,8785024514,5.257
1547392728,1547392894,3.783
1547392764,1547392951,16.356
1547392771,1547392927,4.162
1547392818,1547392728,4.566
1547392848,1547392818,10.308
1547392865,4920098350,27.514
1547392865,707377287,14.584
1547392865,1547393045,11.318
1547392894,1547392764,8.956
1547392914,1547393025,4.474
1547392927,1547392771,4.162
1547392927,1547013592,34.278
1547392951,1547392914,3.14
1547393008,25497603,40.101
1547393025,1547392771,5.143
1547393045,1547392865,11.318
1547393045,6600283121,17.955
1547657099,8064065323,34.84
1547657104,7236131865,17.323
1547657140,1547657099,53.345
1550763620,471488472,6.533
1550763620,1550763764,36.177
1550763708,6218468163,15.199
1550763708,27460259,41.078
1550763708,4847781269,14.328
1550763732,1547013699,1.59
1550763732,1547013604,31.164
1550763749,4847781269,13.306
1550763749,471488499,21.55
1550763764,1547013711,15.075
1550763764,1550763620,36.177
1556097030,1556097320,21.047
1556097034,1556097147,3.765
1556097034,1556097387,11.604
1556097048,25532542,17.303
1556097048,2454119184,35.51
1556097051,5905896973,9.316
1556097080,1556097185,11.156
1556097092,7911282822,59.453
1556097098,1556097118,2.655
1556097111,5905897286,2.33
1556097111,1556097215,15.039
1556097111,1556097139,12.015
1556097118,4777897927,3.374
1556097120,8807410149,33.647
1556097120,5905897286,33.371
1556097136,6918421512,7.907
1556097137,1556097368,11.632
1556097139,1556097271,14.141
1556097139,1556097111,12.015
1556097147,1556097215,12.528
1556097147,1556097034,3.765
1556097148,6918421513,68.488
1556097148,1556097337,4.104
1556097153,1556097051,3.394
1556097163,1556097353,21.241
1556097163,1951372927,9.924
1556097166,1556097030,19.335
1556097177,1556097153,1.859
1556097178,1556097166,6.62
1556097185,1951372935,7.322
1556097215,1556097111,15.039
1556097215,1556097147,12.528
1556097217,1556097092,16.675
1556097222,1556097431,18.823
1556097227,1556097448,4.498
1556097245,5189042551,37.762
1556097245,1951372909,10.515
1556097245,6918421503,34.432
1556097271,811035012,11.912
1556097271,1556097139,14.141
1556097306,1556097353,15.597
1556097306,4085404135,8.658
1556097320,8807410150,9.535
1556097321,24952196,7.456
1556097326,1590088441,63.758
1556097326,1590088452,31.84
1556097337,1556097148,4.104
1556097353,1556097306,15.597
1556097353,1556097163,21.241
1556097368,1556097136,21.454
1556097387,1556097034,11.604
1556097431,1556097217,7.097
1556097448,1556097177,2.11
1556260024,7911282827,33.61
1556260235,1556260241,8.631
1556260241,1556260235,8.631
1556260241,25544111,13.083
1556324659,5976760443,8.641
1556324683,1556097080,31.74
1556324684,2528522503,3.177
1556324759,24952195,4.587
1556324793,9694091973,6.733
1561071609,1556260024,51.747
1561071632,1951372930,9.828
1561071644,1561071647,73.035
1561071647,25265080,43.863
1561071655,1561071656,11.553
1561071656,1556097306,10.999
1561411396,9694032609,33.364
1561411396,585201189,12.915
1566269623,9030029183,11.729
1566270189,7797731340,22.134
1569216123,7911267690,7.701
1569216123,25067914,7.147
1569216316,9659831675,4.739
1569216316,7911267690,6.939
1569216326,1569216650,14.239
1569216326,9659831673,8.309
1569216650,1951616226,10.617
1569216650,1569216326,14.239
1569216662,24950114,4.884
1569241807,1569241808,18.42
1569241808,24659764,17.547
1569312412,5141216745,25.383
1569312412,25067871,3.953
1569343523,1569343577,20.595
1569343523,5141216790,3.51
1569343576,25067636,19.951
1569343576,5104314325,5.999
1569343577,9856119651,12.196
1569343577,1569343523,20.595
1569343756,1569343909,26.555
1569343756,25067479,3.585
1569343909,25067558,1.69
1569343909,1569343756,26.555
1569382119,25067265,4.399
1569382170,1569382174,4.258
1569382174,2504822139,22.27
1569486259,9690878337,45.626
1569486259,25475597,23.672
1571298141,20458276,13.739
1571298192,8868194757,13.99
1571298195,1571298141,12.753
1572551227,1536948517,5.493
1587330970,9576827481,34.911
1590088441,1556097326,63.758
1590088452,1561071644,10.987
1590114998,1561071632,20.644
1596648671,9805219990,10.105
1596648671,7946372936,35.65
1596648673,7946372937,3.578
1596648673,7946372935,3.276
1596655163,1813618358,16.227
1599652492,5504771250,9.104
1599652492,4571244660,30.303
1599652497,5948183671,55.855
1599652497,5504771250,5.273
1601797458,9820523916,17.752
1601832328,6828863697,10.277
1601832328,4297054053,5.195
1609966653,3519872213,7.359
1609966653,9805219994,14.228
1617532073,3265436678,17.858
1617532085,1617532073,23.509
1617532087,1617532088,5.633
1617532088,3265436686,5.05
1617532089,1617532091,18.74
1617532090,3265436688,7.925
1617532091,25473004,43.48
1617532091,1617532089,18.74
1617532091,1617532092,75.667
1617532092,1617532091,75.667
1617532092,1617596593,24.827
1617532092,1617596591,45.023
1617596505,4697288390,5.039
1617596591,4665353645,3.121
1617596591,1617532092,45.023
1617596591,1617647900,77.181
1617596591,8373728533,4.404
1617596593,1617596606,26.665
1617596593,1617532092,24.827
1617596593,3328228993,4.224
1617596606,25472545,52.551
1617596606,1617596593,26.665
1617596606,1617596615,25.23
1617596607,25472379,20.856
1617596615,1617596606,25.23
1617596615,1617596616,7.717
1617596616,1617596615,7.717
1617596616,1617596621,19.566
1617596619,6327615074,33.662
1617596619,21392267,73.801
1617596621,1617596616,19.566
1617596621,1617596627,18.307
1617596627,1617596621,18.307
1617596627,1617596646,7.298
1617596646,1617596627,7.298
1617596646,1617596659,2.994
1617596659,1617596646,2.994
1617596659,1617596669,10.505
1617596669,1617596659,10.505
1617596686,25475182,6.859
1617596704,9856119621,16.167
1617596711,1020211942,6.505
1617596711,8373690824,12.644
1617596711,8373623781,4.15
1617596714,8263166218,14.633
1617596714,8373690820,2.997
1617647896,25473004,77.506
1617647896,4115887296,61.08
1617647896,4665352262,41.245
1617647898,4665352264,24.129
1617647898,1617647900,4.162
1617647900,1617647898,4.162
1617647900,4661317155,23.404
1617647900,1617596591,77.181
1617647901,761830938,2.406
1617647901,4661317155,5.336
1617647901,1617647919,10.004
1617647903,8373728532,9.596
1617647919,4675822093,18.97
1617647919,1617647901,10.004
1617647924,4675822100,22.172
1617647924,1617647928,3.967
1617647928,1617647924,3.967
1617647928,1617647931,4.261
1617647931,321255907,56.727
1617647931,1617647928,4.261
1617647931,1617647934,24.377
1617647934,1617647931,24.377
1617647934,25472890,17.302
1617647944,8373728530,6.408
1617647944,25472324,37.185
1617647945,8263157416,10.145
1617647945,8263157412,9.374
1617647945,8373690845,3.52
1637578546,3519288132,28.539
1637578546,8787692633,6.493
1649365881,6369329162,10.922
1655214934,25496850,5.592
1655214934,4730978981,4.424
1655214955,25496849,10.693
1655214955,25496848,8.737
1655418222,3816097103,2.787
1655418222,2215139515,3.81
1678155318,2387207426,5.402
1678155318,9024139129,22.891
1678226827,7926686250,11.289
1678226846,25161379,3.627
1678226917,1951616270,3.052
1678227031,5141354328,4.904
1678245252,107587,16.99
1678245252,9781190366,0.291
1678283238,3145798533,11.088
1678283238,1678283242,8.504
1678283242,1678283238,8.504
1678283242,5342236733,3.283
1678283244,5342236733,3.543
1678283244,6470264536,3.904
1678283247,6218501713,3.17
1678283247,4726152848,5.402
1678283247,6218501715,6.821
1678452753,864817628,14.988
1678452755,3265436246,40.576
1678452755,4166634958,49.122
1678452760,4085767992,6.24
1678452770,1938819280,21.528
1678452780,472346838,26.108
1678452786,3474115151,8.215
1678452786,7610670751,3.75
1678452788,1678452789,16.608
1678452789,25470928,21.547
1678452789,1678452788,16.608
1678452789,7610670876,5.456
1678452790,7610670780,3.855
1678452790,7610670781,2.671
1678452790,7610670751,33.449
1678452790,7610670771,11.544
1678452791,7610670892,21.639
1678452791,7610670906,2.537
1678452792,10572172,7.381
1678452792,7607080091,61.402
1678452792,8785457867,29.12
1678452792,7610670771,34.586
1678452793,747893184,20.221
1678452793,7607077361,2.234
1678452795,2387213899,15.3
1678452795,8336028508,4.29
1678452796,5006978853,7.43
1678452796,8336028507,3.787
1678452797,8785457867,4.211
1678452797,9024139149,5.969
1678452797,9024139150,6.409
1678452799,2387213902,9.59
1678452799,9024139150,8.69
1678452802,2387213902,11.659
1678452802,2387213896,7.933
1684437690,1832129778,9.739
1684437690,4077495820,10.005
1684437690,6124650606,6.849
1684437692,6407948172,13.464
1684437694,4077495867,47.341
1684511838,7836164763,3.634
1684511838,104322,11.817
1684511955,1782724124,4.507
1684511955,10677375,9.879
1684781470,3739048019,36.924
1684781470,819132568,12.098
1684781486,4948630427,21.512
1684781486,5609643675,41.882
1684835019,4197055203,22.183
1684835019,973101839,85.959
1684835019,8868809321,5.131
1684835030,8868809321,3.651
1684835030,6014333809,9.054
1684835042,6014333809,7.609
1684835042,1684835062,8.093
1684835062,1684835093,4.992
1684835062,1684835042,8.093
1684835093,1684835062,4.992
1684835093,1684835097,6.128
1684835097,1684835093,6.128
1684835097,1684835110,6.78
1684835105,1684835107,6.8
1684835105,4948630427,20.025
1684835107,3739048020,1.697
1684835107,1684835105,6.8
1684835110,1684835097,6.78
1684835110,1684835121,6.34
1684835121,1684835110,6.34
1684835121,1684835138,3.769
1684835138,1684835121,3.769
1684835138,1684835245,31.382
1684835245,1684835138,31.382
1684835245,1309067472,7.846
1685272862,213668842,2.198
1685272862,8868010202,9.196
1685281076,1493658224,6.135
1685281076,2036125649,18.08
1689605567,5816743942,4.14
1689605567,5816743949,4.409
1707790023,9754453033,2.551
1707790024,8620105242,37.383
1707790024,4658088777,9.899
1707790029,7223709669,10.871
1707790029,7223709664,4.518
1707790044,25504149,7.038
1707790052,7223709669,11.712
1707790052,1771426165,3.126
1707790055,4650375309,1.735
1707790055,1707790057,3.642
1707790057,1707790055,3.642
1707790057,1707790063,3.027
1707790062,3518967818,4.788
1707790062,9024139147,6.877
1707790063,1707790057,3.027
1707790063,4650375508,2.267
1707790064,4650375508,1.815
1707790064,4650375504,18.547
1707790067,4650375504,7.516
1707790067,748885412,17.458
1707790067,6327615075,2.09
1707790074,21392272,20.925
1707790076,21392273,21.254
1707790076,1236791555,24.787
1707790076,1707790077,30.711
1707790077,1707790076,30.711
1707790085,4822267107,20.335
1707790096,21563479,7.133
1707790096,5880188046,14.381
1707790096,9024076384,4.268
1707790099,5177352933,27.943
1707790099,1707790100,35.924
1707790100,1707790099,35.924
1707790100,6828921211,36.789
1707790105,25495824,6.787
1707790105,6828921210,5.224
1707790105,6828927809,4.759
1707790106,1707790107,74.813
1707790107,3817308667,52.997
1707790107,338472567,30.798
1707790107,1707790106,74.813
1711679380,3197333544,9.753
1711679434,9375170324,2.736
1711679434,9375170322,4.77
1717643537,9042027866,23.154
1717643537,25161370,27.7
1717650794,25066451,15.212
1718233922,8438226815,1.972
1718233957,1718233922,9.192
1718233994,1718233957,7.406
1718328198,5046005790,12.237
1718328435,7836155868,4.167
1718566880,21990631,27.597
1718566997,250549835,1.395
1718567007,1718566997,8.6
1719422032,1312189047,18.23
1719422032,213670986,12.824
1719422038,1312189047,36.516
1719422038,9856119639,1.886
1721678995,25161346,23.705
1721678995,24950117,11.719
1721713699,1350430181,3.658
1721713699,10677374,10.5
1722268367,1280491926,4.532
1722268381,1280491926,5.135
1722268384,2402557599,2.584
1722268388,2387232555,2.896
1722268388,2387232557,3.648
1722621630,9681020157,3.856
1722621630,5840176866,7.867
1722621718,7911231384,4.854
1722621718,7911267695,1.829
1723315608,9030155763,3.463
1723315608,7636244313,2.271
1723315711,3741131606,59.842
1723340842,110141,32.388
1723340842,435104742,5.026
1723388979,9804774392,13.727
1723388985,2836220819,80.419
1723388986,9804685201,2.534
1725360097,1268892338,18.352
1725360097,8785441944,3.218
1726730162,25504143,5.961
1726730162,5114681227,14.976
1726730165,2387213904,7.791
1726730165,8336028505,3.731
1726730281,7617755275,1.414
1726730303,4630855205,10.634
1726730307,25500535,6.139
1726730307,1360122933,34.899
1726730329,7617785714,1.374
