,level0,node_id0,cluster_id0,cluster_size0,level1,node_id1,cluster_id1,cluster_size1,level2,node_id2,cluster_id2,cluster_size2,level3,node_id3,cluster_id3,cluster_size3,level4,node_id4,cluster_id4,cluster_size4,level5,node_id5,cluster_id5,cluster_size5,level6,node_id6,cluster_id6,cluster_size6
155,0.0,5160943793.0,73.0,108.0,1.0,5160943793.0,70.0,108.0,2.0,5160943793.0,4.0,1236.0,3.0,5160943793.0,2.0,2576.0,4.0,5160943793.0,2.0,2833.0,5.0,5160943793.0,1.0,3192.0,6,5160943793,1,3489
156,0.0,5160943794.0,73.0,108.0,1.0,5160943794.0,70.0,108.0,2.0,5160943794.0,4.0,1236.0,3.0,5160943794.0,2.0,2576.0,4.0,5160943794.0,2.0,2833.0,5.0,5160943794.0,1.0,3192.0,6,5160943794,1,3489
157,,,,,,,,,,,,,,,,,,,,,,,,,6,2642878644,1,3489
158,0.0,4297212084.0,19.0,102.0,1.0,4297212084.0,17.0,102.0,2.0,4297212084.0,9.0,103.0,3.0,4297212084.0,2.0,2576.0,4.0,4297212084.0,2.0,2833.0,5.0,4297212084.0,1.0,3192.0,6,4297212084,1,3489
159,0.0,5160943798.0,73.0,108.0,1.0,5160943798.0,70.0,108.0,2.0,5160943798.0,4.0,1236.0,3.0,5160943798.0,2.0,2576.0,4.0,5160943798.0,2.0,2833.0,5.0,5160943798.0,1.0,3192.0,6,5160943798,1,3489
160,0.0,1566269623.0,28.0,15.0,1.0,1566269623.0,26.0,18.0,2.0,1566269623.0,4.0,1236.0,3.0,1566269623.0,2.0,2576.0,4.0,1566269623.0,2.0,2833.0,5.0,1566269623.0,1.0,3192.0,6,1566269623,1,3489
161,0.0,5160943797.0,73.0,108.0,1.0,5160943797.0,70.0,108.0,2.0,5160943797.0,4.0,1236.0,3.0,5160943797.0,2.0,2576.0,4.0,5160943797.0,2.0,2833.0,5.0,5160943797.0,1.0,3192.0,6,5160943797,1,3489
162,0.0,25477301.0,32.0,53.0,1.0,25477301.0,30.0,53.0,2.0,25477301.0,4.0,1236.0,3.0,25477301.0,2.0,2576.0,4.0,25477301.0,2.0,2833.0,5.0,25477301.0,1.0,3192.0,6,25477301,1,3489
163,0.0,25477300.0,32.0,53.0,1.0,25477300.0,30.0,53.0,2.0,25477300.0,4.0,1236.0,3.0,25477300.0,2.0,2576.0,4.0,25477300.0,2.0,2833.0,5.0,25477300.0,1.0,3192.0,6,25477300,1,3489
164,0.0,5160943803.0,73.0,108.0,1.0,5160943803.0,70.0,108.0,2.0,5160943803.0,4.0,1236.0,3.0,5160943803.0,2.0,2576.0,4.0,5160943803.0,2.0,2833.0,5.0,5160943803.0,1.0,3192.0,6,5160943803,1,3489
