,cluster_id0,cluster_id1,cluster_id2,cluster_id3,cluster_id4,cluster_id5,cluster_id6
511,173.0,162.0,4.0,2.0,2.0,1.0,1
512,28.0,26.0,4.0,2.0,2.0,1.0,1
513,44.0,41.0,4.0,2.0,2.0,1.0,1
514,126.0,118.0,4.0,2.0,2.0,1.0,1
515,174.0,4.0,4.0,2.0,2.0,1.0,1
516,175.0,4.0,4.0,2.0,2.0,1.0,1
517,73.0,70.0,4.0,2.0,2.0,1.0,1
518,127.0,9.0,4.0,2.0,2.0,1.0,1
519,156.0,145.0,2.0,2.0,2.0,1.0,1
520,156.0,145.0,2.0,2.0,2.0,1.0,1
521,156.0,145.0,2.0,2.0,2.0,1.0,1
522,12.0,12.0,4.0,2.0,2.0,1.0,1
523,173.0,162.0,4.0,2.0,2.0,1.0,1
524,175.0,4.0,4.0,2.0,2.0,1.0,1
525,18.0,16.0,1.0,1.0,1.0,1.0,1
526,175.0,4.0,4.0,2.0,2.0,1.0,1
527,12.0,12.0,4.0,2.0,2.0,1.0,1
528,12.0,12.0,4.0,2.0,2.0,1.0,1
529,13.0,13.0,8.0,7.0,2.0,1.0,1
530,12.0,12.0,4.0,2.0,2.0,1.0,1
531,12.0,12.0,4.0,2.0,2.0,1.0,1
532,73.0,70.0,4.0,2.0,2.0,1.0,1
533,14.0,14.0,4.0,2.0,2.0,1.0,1
534,15.0,15.0,4.0,2.0,2.0,1.0,1
535,2.0,2.0,2.0,2.0,2.0,1.0,1
536,16.0,2.0,2.0,2.0,2.0,1.0,1
537,16.0,2.0,2.0,2.0,2.0,1.0,1
538,15.0,15.0,4.0,2.0,2.0,1.0,1
539,2.0,2.0,2.0,2.0,2.0,1.0,1
540,2.0,2.0,2.0,2.0,2.0,1.0,1
541,74.0,71.0,4.0,2.0,2.0,1.0,1
542,12.0,12.0,4.0,2.0,2.0,1.0,1
543,7.0,7.0,4.0,2.0,2.0,1.0,1
544,73.0,70.0,4.0,2.0,2.0,1.0,1
545,7.0,7.0,4.0,2.0,2.0,1.0,1
546,14.0,14.0,4.0,2.0,2.0,1.0,1
547,53.0,50.0,29.0,25.0,23.0,20.0,1
548,53.0,50.0,29.0,25.0,23.0,20.0,1
549,12.0,12.0,4.0,2.0,2.0,1.0,1
550,207.0,160.0,91.0,82.0,69.0,61.0,1
551,17.0,2.0,2.0,2.0,2.0,1.0,1
552,17.0,2.0,2.0,2.0,2.0,1.0,1
553,84.0,81.0,4.0,2.0,2.0,1.0,1
554,17.0,2.0,2.0,2.0,2.0,1.0,1
555,8.0,8.0,4.0,2.0,2.0,1.0,1
556,19.0,17.0,9.0,2.0,2.0,1.0,1
557,19.0,17.0,9.0,2.0,2.0,1.0,1
558,19.0,17.0,9.0,2.0,2.0,1.0,1
559,19.0,17.0,9.0,2.0,2.0,1.0,1
560,149.0,140.0,1.0,1.0,1.0,1.0,1
561,17.0,2.0,2.0,2.0,2.0,1.0,1
562,17.0,2.0,2.0,2.0,2.0,1.0,1
563,2.0,2.0,2.0,2.0,2.0,1.0,1
